contigName	contigLen	totalAvgDepth	final.contigs.fa.gz.SUBERR793599_1.fq.gz.bam	final.contigs.fa.gz.SUBERR793599_1.fq.gz.bam-var	final.contigs.fa.gz.SUBERR793600_1.fq.gz.bam	final.contigs.fa.gz.SUBERR793600_1.fq.gz.bam-var	final.contigs.fa.gz.SUBERR793601_1.fq.gz.bam	final.contigs.fa.gz.SUBERR793601_1.fq.gz.bam-var	final.contigs.fa.gz.SUBERR793603_1.fq.gz.bam	final.contigs.fa.gz.SUBERR793603_1.fq.gz.bam-var	final.contigs.fa.gz.SUBERR793604_1.fq.gz.bam	final.contigs.fa.gz.SUBERR793604_1.fq.gz.bam-var	final.contigs.fa.gz.SUBERR793605_1.fq.gz.bam	final.contigs.fa.gz.SUBERR793605_1.fq.gz.bam-var	final.contigs.fa.gz.SUBERR793606_1.fq.gz.bam	final.contigs.fa.gz.SUBERR793606_1.fq.gz.bam-var	final.contigs.fa.gz.SUBERR793607_1.fq.gz.bam	final.contigs.fa.gz.SUBERR793607_1.fq.gz.bam-var	final.contigs.fa.gz.SUBERR793608_1.fq.gz.bam	final.contigs.fa.gz.SUBERR793608_1.fq.gz.bam-var
k127_2995	350	2.63	0	0	0	0	0	0	0	0	0	0	0	0	2.63	0.435278	0	0	0	0
k127_9944	339	1.65079	0	0	0	0	0	0	0	0	0	0	0.703704	0.209614	0	0	0	0	0.94709	0.0503767
k127_6451	458	4.28896	0	0	1.25325	0.189728	0	0	0	0	0	0	1.51948	0.732517	0	0	0	0	1.51623	0.674002
k127_4705	854	1.3821	0	0	0	0	0.785511	0.692195	0	0	0.40767	0.452345	0	0	0	0	0	0	0.18892	0.153447
k127_8216	381	2.35931	0.978355	0.0212688	0.61039	0.238848	0	0	0	0	0.770563	0.177564	0	0	0	0	0	0	0	0
k127_1291	598	3.29464	0.379464	0.235996	0	0	0.794643	0.163553	0	0	0	0	0.944196	0.218355	0	0	0.602679	0.239994	0.573661	0.24512
k127_9945	358	1.80288	0	0	0.177885	0.146948	0	0	0	0	0	0	0	0	0.625	0.235507	0	0	1	0
k127_4706	347	1.42132	0	0	1.42132	0.245053	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k127_1292	301	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
k127_6452	571	0.591449	0	0	0.223278	0.173838	0	0	0.368171	0.233176	0	0	0	0	0	0	0	0	0	0
k127_8217	553	2.45409	0	0	0	0	1.1464	0.12528	0	0	1.30769	0.561804	0	0	0	0	0	0	0	0
k127_4707	425	1.78182	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.78182	0.777041
k127_6453	324	1.89655	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.89655	0.197329	0	0
k127_2996	794	2.32143	0.340062	0.224768	0	0	0	0	0.467391	0.249324	0	0	1.51398	0.586111	0	0	0	0	0	0
k127_1294	368	1.78899	0	0	1.78899	0.167252	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k127_9946	557	3.99754	1.16462	0.921116	0	0	1.12776	0.151124	0	0	0.601966	0.240193	1.10319	0.151887	0	0	0	0	0	0
k127_8218	379	3.01747	0	0	0	0	0	0	0.161572	0.136061	0.882096	0.104458	0	0	0	0	0	0	1.9738	0.0256262
k127_1295	301	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k127_9947	301	1.78146	0	0	1.78146	0.171921	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k127_2997	383	1.23176	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.23176	0.178814
k127_9948	440	0.613793	0.613793	0.237872	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k127_4708	796	3.18576	0	0	0.986068	0.999803	0.828173	0.958023	0.151703	0.128889	0	0	0	0	0.755418	0.705972	0.464396	0.24912	0	0
k127_2998	536	1.11658	0	0	0	0	1.11658	0.103257	0	0	0	0	0	0	0	0	0	0	0	0
k127_6454	814	1.77259	0	0	0	0	0	0	0	0	0	0	1.125	0.381033	0	0	0	0	0.64759	0.385423
k127_2999	301	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
k127_9949	373	1.92825	0	0	0	0	0	0	0	0	1.92825	0.066901	0	0	0	0	0	0	0	0
k127_8219	904	0.998674	0	0	0.299735	0.210173	0	0	0	0	0.399204	0.240158	0	0	0.299735	0.210175	0	0	0	0
k127_1296	896	2.49598	0.215818	0.169468	0	0	0	0	0	0	0.359249	0.230497	1.38472	0.669243	0.536193	0.249025	0	0	0	0
k127_6455	423	2.89744	0	0	0.589744	0.242837	0	0	0	0	1.44322	0.806506	0	0	0.864469	0.117593	0	0	0	0
k127_9950	320	2	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
k127_1297	241	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
k127_3000	382	1.53017	0	0	1.53017	0.250167	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k127_4711	477	2.86239	0	0	1.34862	0.258456	0	0	0	0	0	0	0.29052	0.20675	1.22324	0.173936	0	0	0	0
k127_8220	426	2.72101	0	0	0	0	0	0	0	0	2.72101	0.681886	0	0	0	0	0	0	0	0
k127_6456	427	2.44404	0	0	1.71841	0.398682	0	0	0	0	0	0	0	0	0	0	0.725632	0.199812	0	0
k127_3001	475	1.90769	0	0	0	0	0	0	1.21538	0.169516	0.692308	0.213674	0	0	0	0	0	0	0	0
k127_6457	301	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
k127_8221	364	1.85514	0	0	1	0	0	0	0	0	0	0	0.85514	0.124457	0	0	0	0	0	0
k127_3002	390	0.5125	0	0	0	0	0	0	0.5125	0.250889	0	0	0	0	0	0	0	0	0	0
k127_8222	301	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
k127_4712	659	1.17289	0.24165	0.183617	0	0	0	0	0.396857	0.239833	0	0	0	0	0	0	0	0	0.534381	0.249307
k127_6458	455	0.740984	0	0	0	0	0	0	0	0	0	0	0	0	0.740984	0.192558	0	0	0	0
k127_9951	918	1.30599	0.335938	0.358968	0.61849	0.330141	0	0	0	0	0	0	0	0	0	0	0.0572917	0.0540797	0.294271	0.207945
k127_3003	301	2.77483	0	0	1.77483	0.175629	0	0	0	0	0	0	0	0	0	0	0	0	1	0
k127_1300	818	1.71257	0	0	1.71257	0.450997	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k127_4713	301	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
k127_1301	228	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
k127_6459	301	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k127_9952	301	2.17881	0	0	0	0	0	0	0	0	0	0	1.55629	0.248477	0.622517	0.236557	0	0	0	0
k127_8223	432	0.929078	0	0	0	0	0.375887	0.235431	0.553191	0.248051	0	0	0	0	0	0	0	0	0	0
k127_6460	301	1.40397	0	0	0	0	0	0	0	0	1.40397	0.242384	0	0	0	0	0	0	0	0
k127_9953	301	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
k127_1302	343	1.9171	0	0	0	0	0	0	0	0	1.9171	0.0764253	0	0	0	0	0	0	0	0
k127_3004	529	1.07388	0	0	1.07388	0.396643	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k127_8224	271	4	0	0	0	0	1	0	2	0	1	0	0	0	0	0	0	0	0	0
k127_4714	590	1.41591	0	0	0	0	0.868182	0.114703	0	0	0	0	0	0	0.3	0.210478	0.247727	0.186784	0	0
k127_9954	301	2.60265	0	0	2.60265	0.24106	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k127_6461	430	1.15357	0	0	0.285714	0.204814	0	0	0	0	0	0	0	0	0	0	0	0	0.867857	0.115092
k127_8225	376	2.42035	1.00885	0.00881023	0	0	0	0	0	0	0	0	0	0	1.4115	0.243245	0	0	0	0
k127_3005	475	1.16923	0	0	1.16923	0.141026	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k127_9956	347	1.93909	0	0	1.93909	0.0574951	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k127_4715	542	1.15306	0	0	0	0	0.576531	0.244768	0	0	0	0	0	0	0	0	0	0	0.576531	0.244768
k127_6462	396	1.94309	0	0	0	0	0	0	0	0	0	0	0.5	0.25102	0	0	0	0	1.44309	0.247768
k127_3006	301	2.56291	0	0	0	0	0	0	0	0	0.966887	0.0322294	1.59603	0.242384	0	0	0	0	0	0
k127_1303	721	2.01226	0	0	0	0	0	0	0	0	2.01226	0.931431	0	0	0	0	0	0	0	0
k127_8226	493	0.653061	0	0	0	0	0	0	0	0	0	0	0	0	0.653061	0.882201	0	0	0	0
k127_4716	320	1.51176	1.51176	0.25134	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k127_6463	375	1.41778	0	0	0	0	0	0	0.271111	0.198492	0	0	0	0	0	0	0.768889	0.178492	0.377778	0.236111
k127_1304	395	1.58776	0	0	1.58776	0.243291	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k127_9957	542	2.05612	0	0	0	0	0.576531	0.244768	0.326531	0.22047	0	0	0.489796	0.250534	0	0	0.663265	0.223916	0	0
k127_4717	393	0.563786	0	0	0.563786	0.246947	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k127_8227	536	1.11399	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.11399	0.101258	0	0
k127_6465	346	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k127_4718	301	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
k127_9958	497	2.57349	0	0	1.14986	0.127768	0.665706	0.223184	0	0	0	0	0	0	0	0	0	0	0.757925	0.184006
k127_4719	317	2.2515	0	0	1.65269	0.22805	0	0	0	0	0	0	0.598802	0.241686	0	0	0	0	0	0
k127_8228	414	2.92424	0	0	0.772727	0.176287	0.890152	0.0981536	0	0	0	0	0.685606	0.21637	0	0	0	0	0.575758	0.24519
k127_9959	301	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0
k127_3007	1118	1.71901	0.31095	0.214483	0	0	0.102273	0.0919082	0	0	0	0	0.474174	0.328187	0.108471	0.0968051	0	0	0.72314	0.580974
k127_4720	301	1.24503	0	0	0	0	0	0	0	0	1.24503	0.186225	0	0	0	0	0	0	0	0
k127_9960	301	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
k127_1305	933	2.46616	0.292465	0.207196	0	0	0.404853	0.241256	0.65645	0.555739	0	0	0.673052	0.504222	0	0	0.439336	0.58423	0	0
k127_6468	600	0.811111	0.308889	0.213953	0	0	0.502222	0.250551	0	0	0	0	0	0	0	0	0	0	0	0
k127_8229	559	2.69193	0.520782	0.250181	1.05868	0.0553715	0	0	0.156479	0.28918	0.105134	0.0943119	0	0	0	0	0.850856	0.980151	0	0
k127_3008	626	2.59454	0	0	1.30252	0.211447	0	0	0.382353	0.236656	0	0	0.846639	0.130116	0	0	0	0	0.0630252	0.0591774
k127_9961	562	1.07767	0	0	0.529126	0.249759	0	0	0.548544	0.248247	0	0	0	0	0	0	0	0	0	0
k127_4721	634	2.80579	0	0	0.0702479	0.0654483	0.31405	0.215868	0	0	0.318182	0.217391	0	0	0	0	1.00826	0.372603	1.09504	0.75285
k127_1306	572	3.05213	0	0	0	0	1.19668	0.894719	0	0	0	0	1.85545	0.356729	0	0	0	0	0	0
k127_8230	460	1.25806	0	0	0	0	0	0	0	0	0	0	0	0	1.25806	0.192087	0	0	0	0
k127_3009	443	1.69966	0	0	1.09215	0.083945	0.607509	0.239259	0	0	0	0	0	0	0	0	0	0	0	0
k127_9962	260	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k127_6469	587	1.37986	0	0	0	0	0	0	0	0	0	0	1.37986	0.236107	0	0	0	0	0	0
k127_8231	301	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k127_1307	457	1.18241	1.18241	0.149624	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k127_4722	579	3.19347	0	0	0	0	1.09557	0.0913116	0	0	1.25641	0.448118	0	0	0	0	0	0	0.841492	0.133694
k127_8232	301	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
k127_9963	349	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0
k127_8233	255	12	0	0	3	0	4	0	0	0	1	0	2	0	2	0	0	0	0	0
k127_1308	411	1.76245	0	0	1.76245	0.420275	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k127_4723	398	1.83871	0	0	1.83871	0.297768	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k127_9964	301	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k127_3010	755	2.28264	0.780165	0.920137	0.21157	0.379005	1.29091	1.05099	0	0	0	0	0	0	0	0	0	0	0	0
k127_8234	301	1.29801	0	0	0	0	0	0	0	0	0	0	0	0	1.29801	0.210596	0	0	0	0
k127_6471	668	2.66409	0	0	0	0	1.06757	0.848426	1.59653	0.426836	0	0	0	0	0	0	0	0	0	0
k127_1309	378	1.99123	0	0	1	0	0	0	0	0	0	0	0.991228	0.00873329	0	0	0	0	0	0
k127_3012	301	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
k127_8235	375	0.266667	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.266667	0.196427
k127_4724	620	3.80213	0	0	0.144681	0.124012	1.1234	0.726746	0	0	0	0	0.287234	0.205167	0	0	1.09574	0.513202	1.15106	0.695684
k127_6472	475	2.21231	0	0	0	0	0	0	0	0	0	0	2.21231	0.661578	0	0	0	0	0	0
k127_9965	751	2.75042	0	0	0.9401	0.729741	0.995008	0.494977	0	0	0	0	0.252912	0.275929	0	0	0	0	0.562396	0.503181
k127_8236	331	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
k127_6473	301	1.01987	0	0	0	0	1.01987	0.0196027	0	0	0	0	0	0	0	0	0	0	0	0
k127_4726	301	1.00662	0	0	0	0	1.00662	0.00662253	0	0	0	0	0	0	0	0	0	0	0	0
k127_8237	225	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k127_6474	346	1.77041	0	0	0.790816	0.166275	0	0	0.979592	0.0200942	0	0	0	0	0	0	0	0	0	0
k127_9966	421	1.46494	1.46494	0.249693	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k127_1311	727	3.08666	0	0	1.2305	1.62561	0	0	0	0	0.769497	0.948509	0	0	0	0	0.795494	0.947688	0.291161	0.206745
k127_4727	347	2.86802	0	0	0	0	1.86802	0.115145	0	0	0	0	0	0	1	0	0	0	0	0
k127_3013	812	1.7568	0	0	0	0	0	0	0.847432	0.740677	0	0	0	0	0	0	0	0	0.909366	0.173315
k127_6475	301	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
k127_8239	431	1.44484	0	0	0	0	0	0	1.44484	0.24784	0	0	0	0	0	0	0	0	0	0
k127_9967	403	2.26482	0	0	0	0	0	0	0	0	0	0	0	0	2.26482	0.195463	0	0	0	0
k127_1312	422	1.86029	0	0	0.327206	0.220954	0	0	1.53309	0.249823	0	0	0	0	0	0	0	0	0	0
k127_3014	389	2.78661	0	0	1.38075	0.791394	0	0	0	0	0	0	1.40586	0.838789	0	0	0	0	0	0
k127_4728	499	1.47564	0	0	1.15473	0.292083	0.0974212	0.088183	0	0	0	0	0	0	0	0	0.223496	0.398182	0	0
k127_9968	301	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k127_8240	379	2.28384	0	0	0	0	0.406114	0.242243	1.87773	0.46744	0	0	0	0	0	0	0	0	0	0
k127_4729	365	1.40465	0	0	0	0	0	0	0	0	0	0	1.40465	0.242034	0	0	0	0	0	0
k127_9969	301	2.27815	0	0	1.4702	0.250772	0	0	0	0	0	0	0.807947	0.156203	0	0	0	0	0	0
k127_3015	493	2	1.13703	0.984092	0	0	0	0	0.862974	0.118596	0	0	0	0	0	0	0	0	0	0
k127_4730	301	1.54305	0	0	1.54305	0.249801	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k127_1313	595	2.02921	1.22247	0.448142	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.806742	0.15626
k127_9970	301	1.1457	0	0	0	0	0	0	1.1457	0.125298	0	0	0	0	0	0	0	0	0	0
k127_8241	465	1.82222	0	0	0.71746	0.203358	0	0	0.0793651	0.0732983	0.393651	0.23945	0	0	0	0	0.631746	0.233385	0	0
k127_3016	345	5.35897	0	0	1.28205	0.739624	0	0	1	0	1.5641	0.64922	0	0	1.51282	0.251124	0	0	0	0
k127_1314	301	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
k127_9971	310	1.8375	0	0	0	0	0	0	0	0	1.8375	0.13695	0	0	0	0	0	0	0	0
k127_8242	301	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
k127_4731	432	1.43262	0	0	1.43262	0.246334	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k127_3017	301	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
k127_1315	301	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
k127_4732	335	1.78378	0	0	1.78378	0.170388	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k127_8243	486	1.125	0	0	0	0	1.125	0.109701	0	0	0	0	0	0	0	0	0	0	0	0
k127_4733	333	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k127_6476	1631	4.0871	0	0	1.36124	0.474145	0	0	0.367995	0.488147	0.24713	0.433485	0.660365	0.397414	0.299122	0.209791	0.911546	1.03743	0.239703	0.182369
k127_3019	386	1.60593	0	0	0	0	1.60593	0.239794	0	0	0	0	0	0	0	0	0	0	0	0
k127_8244	342	2.07292	0	0	0	0	0	0	2.07292	0.790466	0	0	0	0	0	0	0	0	0	0
k127_1318	510	1.81389	0	0	0	0	0	0	0.386111	0.237688	0	0	0	0	0	0	0.288889	0.206005	1.13889	0.665893
k127_3020	301	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
k127_4734	485	13.2328	0.370149	0.233837	0.579104	0.244473	0	0	4.60597	2.46704	1.94328	0.562644	0	0	3.6806	2.43959	1.46567	0.728609	0.58806	0.24297
k127_9972	866	6.65642	1.24022	0.27508	1.48743	1.10334	1.0852	0.324198	0.219274	0.171432	0	0	1.02374	1.04138	0	0	0.748603	0.585661	0.851955	0.38924
k127_1319	301	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
k127_6477	553	1.73201	0	0	1.73201	0.206608	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k127_8245	506	2.1236	0	0	0.941011	0.900734	0	0	0	0	0	0	1.18258	0.870795	0	0	0	0	0	0
k127_3021	430	2.08929	0	0	0	0	0	0	2.08929	0.468702	0	0	0	0	0	0	0	0	0	0
k127_4735	419	2.03717	0	0	0	0	0	0	0	0	0	0	0.840149	0.134799	1.19703	0.673723	0	0	0	0
k127_8246	301	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
k127_6478	322	3.43605	0	0	1.2093	0.961784	1	0	0	0	0	0	0.354651	0.230212	0	0	0.872093	0.112199	0	0
k127_1320	450	1.99333	0	0	0.75	0.188127	0.753333	0.186444	0	0	0	0	0	0	0.49	0.250737	0	0	0	0
k127_3022	301	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
k127_4736	301	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
k127_3023	303	1.82353	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0.823529	0.698916	0	0
k127_4737	301	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
k127_9973	770	1.27097	0	0	0	0	0	0	0.364516	0.232019	0.306452	0.212883	0	0	0	0	0	0	0.6	0.712116
k127_4738	301	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k127_6479	576	2.12676	0	0	0	0	0	0	0	0	0	0	0	0	0.809859	0.370821	0	0	1.3169	0.781687
k127_9974	430	2.17857	0	0	0	0	0	0	0	0	1.21429	0.168971	0	0	0	0	0	0	0.964286	0.034562
k127_3024	522	1.0672	0	0	0	0	0.986559	0.741061	0	0	0	0	0	0	0.0806452	0.0743415	0	0	0	0
k127_6480	363	2	0.859155	0.121578	0	0	0.910798	0.0816285	0	0	0	0	0	0	0	0	0.230047	0.177961	0	0
k127_8247	887	3.36092	0.697422	0.90968	1.00543	0.358666	0	0	0.268657	0.196748	0.632293	0.803465	0	0	0.757123	0.708596	0	0	0	0
k127_9975	301	2.19205	2	0	0	0	0.192053	0.156203	0	0	0	0	0	0	0	0	0	0	0	0
k127_3025	329	3.82682	0	0	2	0	0.832402	0.140293	0	0	0	0	0	0	0.994413	0.00558661	0	0	0	0
k127_1323	838	2.53052	0	0	0.640988	0.681687	0	0	0.4375	0.246452	0	0	1.05233	0.669751	0	0	0	0	0.399709	0.362567
k127_4739	579	3.30536	0	0	0.708625	0.91723	0	0	0	0	0.517483	0.768969	1.58974	0.434101	0.48951	0.250475	0	0	0	0
k127_6481	445	1.76271	0	0	0	0	0	0	0	0	0.620339	0.236319	0	0	0	0	0.857627	0.122519	0.284746	0.204359
k127_8248	459	0.763754	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.763754	0.908288
k127_9976	430	2.21429	0	0	0	0	0	0	0	0	0.646429	0.229378	0	0	1.56786	0.246275	0	0	0	0
k127_3026	420	1.29259	0	0	0	0	0	0	0	0	0	0	1.29259	0.207751	0	0	0	0	0	0
k127_1324	550	1.54	0	0	0.565	0.24639	0	0	0	0	0	0	0	0	0	0	0	0	0.975	0.741229
k127_6482	464	0.318471	0.318471	0.217741	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k127_4740	519	2.46341	0	0	0.758808	0.732427	0.663957	0.870465	1.04065	1.00106	0	0	0	0	0	0	0	0	0	0
k127_9977	397	2.2834	0	0	0	0	0	0	1.78138	0.342255	0	0	0	0	0.502024	0.251013	0	0	0	0
k127_3027	434	1.26056	1.26056	0.228687	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k127_8249	567	1.6235	0.724221	0.926169	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0.899281	0.682139
k127_1325	306	1	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
k127_4741	217	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
k127_9978	301	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
k127_3028	301	1.42384	0	0	0	0	0	0	1.42384	0.245828	0	0	0	0	0	0	0	0	0	0
k127_6483	357	1	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
k127_8250	301	1.56291	0	0	0	0	0	0	0	0	1.56291	0.247682	0	0	0	0	0	0	0	0
k127_1326	216	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k127_3029	342	2	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0
k127_9980	310	1	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0
k127_4742	396	1.58943	0	0	1.58943	0.24299	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k127_1327	433	1.35689	0	0	0	0	0	0	0	0	0	0	0	0	0.657244	0.226073	0.275618	0.200361	0.424028	0.245094
k127_8251	550	2.88	0	0	1.225	0.72118	0	0	0.5575	0.247312	0	0	0.66	0.224963	0	0	0	0	0.4375	0.246711
k127_3030	508	1.2514	0	0	0	0	0	0	0	0	0.480447	0.250317	0	0	0	0	0	0	0.77095	0.490806
k127_6484	697	0.797075	0.797075	0.667537	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k127_4743	446	0.878378	0	0	0.878378	0.988546	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k127_3031	310	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
k127_9981	583	2.194	0	0	0	0	0.471132	0.249743	0	0	0	0	1.72286	0.256351	0	0	0	0	0	0
k127_8252	382	1.48707	0	0	0	0	0.668103	0.222701	0.818965	0.148903	0	0	0	0	0	0	0	0	0	0
k127_1328	597	2.81655	0.0782998	0.0723302	0.615213	0.237257	0	0	0	0	1.07606	0.626489	0.505593	0.250528	0	0	0	0	0.541387	0.248843
k127_6485	378	2.79386	1.4386	0.811191	0.644737	0.230061	0	0	0	0	0	0	0.157895	0.13355	0	0	0.184211	0.150939	0.368421	0.603756
k127_8253	301	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
k127_3032	504	1.05932	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.05932	0.055961
k127_1329	341	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0
k127_8254	315	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
k127_6486	376	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k127_9983	431	3.6121	0	0	0.765125	0.180352	0	0	0	0	0	0	0.483986	0.250636	0	0	1.27402	0.228216	1.08897	0.852775
k127_3033	301	1.55629	0	0	1.55629	0.248477	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k127_1330	301	1.38411	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1.38411	0.238146	0	0
k127_8255	409	2.62934	0	0	1.11969	0.989494	1.50965	0.250876	0	0	0	0	0	0	0	0	0	0	0	0
k127_4744	989	2.15733	0	0	1.95471	0.854749	0	0	0.202622	0.161759	0	0	0	0	0	0	0	0	0	0
k127_6487	446	1.22635	0	0	0	0	0	0	0	0	0	0	1.22635	0.17571	0	0	0	0	0	0
k127_1331	301	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k127_8256	301	1	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
k127_3034	461	1.09646	0	0	0	0	0.527331	0.250058	0.569132	0.246012	0	0	0	0	0	0	0	0	0	0
k127_4745	301	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0
k127_4746	342	3.15625	0	0	0	0	2	0	0.3125	0.215969	0	0	0	0	0	0	0.3125	0.215969	0.53125	0.784359
k127_8257	312	4	1	0	2	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0
k127_3035	452	1.59272	0	0	1.59272	0.242206	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k127_6488	590	1.75682	0	0	0.795455	0.718887	0.879545	0.415982	0	0	0	0	0	0	0.0818182	0.0752954	0	0	0	0
k127_9984	947	1.85445	0	0	0.66123	0.224287	0	0	0.612296	0.581908	0	0	0.580929	0.650791	0	0	0	0	0	0
k127_1332	647	1.4829	0	0	0	0	0.770624	0.523892	0.344064	0.226138	0.368209	0.233098	0	0	0	0	0	0	0	0
k127_4747	385	0.753192	0	0	0	0	0.753191	0.186688	0	0	0	0	0	0	0	0	0	0	0	0
k127_3036	340	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
k127_6489	375	2.57778	0	0	0	0	2	0	0.577778	0.24504	0	0	0	0	0	0	0	0	0	0
k127_3037	339	2	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0
k127_1333	496	2.06936	0	0	0	0	0	0	1.1763	0.14564	0	0	0.893064	0.0957778	0	0	0	0	0	0
k127_6490	222	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
