"eggnog","SUBERR793599","SUBERR793600","SUBERR793601","SUBERR793603","SUBERR793604","SUBERR793605","SUBERR793606","SUBERR793607","SUBERR793608"
"eggNOG;metabolism;[H] Coenzyme transport and metabolism;COG0132 Catalyzes a mechanistically unusual reaction, the ATP- dependent insertion of CO2 between the N7 and N8 nitrogen atoms of 7,8-diaminopelargonic acid (DAPA) to form an ureido ring (By similarity);",NA,NA,NA,NA,NA,NA,1,NA,NA
"eggNOG;metabolism;[H] Coenzyme transport and metabolism;COG0163 carboxy-lyase activity;",NA,NA,NA,NA,NA,NA,2,NA,NA
"eggNOG;metabolism;[H] Coenzyme transport and metabolism;COG0181 Tetrapolymerization of the monopyrrole PBG into the hydroxymethylbilane pre-uroporphyrinogen in several discrete steps (By similarity);",NA,NA,NA,NA,NA,NA,1,NA,NA
"eggNOG;metabolism;[H] Coenzyme transport and metabolism;COG0303 Molybdenum cofactor synthesis domain protein;",NA,NA,NA,NA,NA,NA,1,NA,1
"eggNOG;metabolism;[H] Coenzyme transport and metabolism;COG0414 Catalyzes the condensation of pantoate with beta-alanine in an ATP-dependent reaction via a pantoyl-adenylate intermediate (By similarity);",NA,NA,NA,NA,NA,NA,1,2,NA
"eggNOG;metabolism;[H] Coenzyme transport and metabolism;COG0502 Catalyzes the conversion of dethiobiotin (DTB) to biotin by the insertion of a sulfur atom into dethiobiotin via a radical- based mechanism (By similarity);",NA,NA,NA,NA,NA,NA,1,1,NA
"eggNOG;metabolism;[H] Coenzyme transport and metabolism;COG1179 uba thif-type nad fad binding protein;",NA,NA,NA,NA,NA,NA,1,NA,NA
"eggNOG;metabolism;[H] Coenzyme transport and metabolism;COG4547 Cobalt chelatase, pCobT subunit;",NA,NA,NA,NA,NA,NA,1,NA,NA
"eggNOG;metabolism;[H] Coenzyme transport and metabolism;ENOG410XPIQ thiF family;",NA,NA,NA,NA,NA,NA,1,NA,NA
"eggNOG;metabolism;[I] Lipid transport and metabolism;COG0575 phosphatidate Cytidylyltransferase;",NA,NA,NA,NA,NA,NA,1,NA,NA
"eggNOG;metabolism;[I] Lipid transport and metabolism;COG0671 PHOsphatase;",NA,NA,NA,NA,NA,NA,1,1,NA
"eggNOG;metabolism;[I] Lipid transport and metabolism;COG0764 Involved in unsaturated fatty acids biosynthesis. Catalyzes the dehydration of short chain beta-hydroxyacyl-ACPs and long chain saturated and unsaturated beta-hydroxyacyl-ACPs (By similarity);",NA,NA,NA,NA,NA,NA,1,NA,NA
"eggNOG;metabolism;[I] Lipid transport and metabolism;COG2134 cdp-diacylglycerol pyrophosphatase;",NA,NA,NA,NA,NA,NA,1,NA,NA
"eggNOG;metabolism;[I] Lipid transport and metabolism;ENOG410XNP1 Dehydrogenase;",NA,NA,NA,NA,NA,NA,1,NA,NA
"eggNOG;metabolism;[I] Lipid transport and metabolism;ENOG410XSNJ enoyl-CoA hydratase isomerase;",NA,NA,NA,NA,NA,NA,1,NA,NA
"eggNOG;metabolism;[I] Lipid transport and metabolism;ENOG410YFJN PhoD-like phosphatase;",NA,NA,NA,NA,NA,NA,1,NA,NA
"eggNOG;metabolism;[I] Lipid transport and metabolism;ENOG411074Z fatty acid desaturase;",NA,NA,NA,NA,NA,NA,1,1,NA
"eggNOG;metabolism;[P] Inorganic ion transport and metabolism;COG0428 zinc transporter;",NA,NA,NA,NA,NA,NA,1,NA,NA
"eggNOG;metabolism;[P] Inorganic ion transport and metabolism;COG0555 (ABC) transporter;",NA,NA,NA,NA,NA,NA,1,NA,1
"eggNOG;metabolism;[P] Inorganic ion transport and metabolism;COG0569 Potassium uptake protein;",NA,NA,NA,NA,NA,NA,1,NA,NA
"eggNOG;metabolism;[P] Inorganic ion transport and metabolism;COG0651 Monovalent cation H antiporter subunit D;",NA,NA,NA,NA,NA,NA,2,1,NA
"eggNOG;metabolism;[P] Inorganic ion transport and metabolism;COG1324 tolerance protein;",NA,NA,NA,NA,NA,NA,1,NA,NA
"eggNOG;metabolism;[P] Inorganic ion transport and metabolism;COG1393 arsenate reductase (glutaredoxin) activity;",NA,NA,NA,NA,NA,NA,1,NA,NA
"eggNOG;metabolism;[P] Inorganic ion transport and metabolism;COG1513 Catalyzes the reaction of cyanate with bicarbonate to produce ammonia and carbon dioxide (By similarity);",NA,NA,NA,NA,NA,NA,1,NA,NA
"eggNOG;metabolism;[P] Inorganic ion transport and metabolism;COG2032 Destroys radicals which are normally produced within the cells and which are toxic to biological systems (By similarity);",NA,NA,NA,NA,NA,NA,2,NA,NA
"eggNOG;metabolism;[P] Inorganic ion transport and metabolism;COG2059 Chromate;",NA,NA,NA,NA,NA,NA,1,1,NA
"eggNOG;metabolism;[P] Inorganic ion transport and metabolism;COG2076 Multidrug Resistance protein;",NA,NA,NA,NA,NA,NA,1,NA,NA
"eggNOG;metabolism;[P] Inorganic ion transport and metabolism;COG2215 high-affinity nickel-transporter;",NA,NA,NA,NA,NA,NA,1,NA,NA
"eggNOG;metabolism;[P] Inorganic ion transport and metabolism;COG3004 Na( ) H( ) antiporter that extrudes sodium in exchange for external protons (By similarity);",NA,NA,NA,NA,NA,NA,2,1,1
"eggNOG;metabolism;[P] Inorganic ion transport and metabolism;COG3230 heme oxygenase;",NA,NA,NA,NA,NA,NA,1,1,NA
"eggNOG;metabolism;[P] Inorganic ion transport and metabolism;COG3624 Phosphonate C-P lyase system protein PhnG;",NA,NA,NA,NA,NA,NA,1,NA,NA
"eggNOG;metabolism;[P] Inorganic ion transport and metabolism;ENOG410XNVK Receptor;",NA,NA,NA,NA,NA,NA,1,NA,NA
"eggNOG;metabolism;[P] Inorganic ion transport and metabolism;ENOG410XP59 (ABC) transporter;",NA,NA,NA,NA,NA,NA,1,NA,NA
"eggNOG;metabolism;[P] Inorganic ion transport and metabolism;ENOG410XPF7 receptor;",NA,NA,NA,NA,NA,NA,1,2,NA
"eggNOG;metabolism;[P] Inorganic ion transport and metabolism;ENOG410XPP0 Major Facilitator superfamily;",NA,NA,NA,NA,NA,NA,1,NA,NA
"eggNOG;metabolism;[P] Inorganic ion transport and metabolism;ENOG410XQAZ tonB-dependent Receptor Plug;",NA,NA,NA,NA,NA,NA,1,NA,NA
"eggNOG;metabolism;[P] Inorganic ion transport and metabolism;ENOG410XRHT TonB-dependent Receptor Plug;",NA,NA,NA,NA,NA,NA,1,NA,NA
"eggNOG;metabolism;[P] Inorganic ion transport and metabolism;ENOG410XT9Q tonB-dependent Receptor Plug;",NA,NA,NA,NA,NA,NA,1,NA,NA
"eggNOG;metabolism;[P] Inorganic ion transport and metabolism;ENOG410Y9D3 Secretin and TonB N terminus short domain;",NA,NA,NA,NA,NA,NA,1,NA,NA
"eggNOG;metabolism;[P] Inorganic ion transport and metabolism;ENOG410YFZA TonB dependent receptor;",NA,NA,NA,NA,NA,NA,1,1,NA
"eggNOG;metabolism;[P] Inorganic ion transport and metabolism;ENOG410ZFCD -transport system;",NA,NA,NA,NA,NA,NA,1,NA,NA
"eggNOG;metabolism;[P] Inorganic ion transport and metabolism;ENOG410ZJ5Z TonB dependent receptor;",NA,NA,NA,NA,NA,NA,1,NA,NA
"eggNOG;metabolism;[P] Inorganic ion transport and metabolism;ENOG4111F7D TonB dependent receptor;",NA,NA,NA,NA,NA,NA,1,NA,NA
"eggNOG;metabolism;[P] Inorganic ion transport and metabolism;ENOG4111GP2 zinc transporter;",NA,NA,NA,NA,NA,NA,1,NA,NA
"eggNOG;metabolism;[Q] Secondary metabolites biosynthesis, transport and catabolism;COG1021 2,3-dihydroxybenzoate-AMP ligase;",NA,NA,NA,NA,NA,NA,1,NA,NA
"eggNOG;metabolism;[Q] Secondary metabolites biosynthesis, transport and catabolism;COG2015 Beta-lactamase domain protein;",NA,NA,NA,NA,NA,NA,2,NA,NA
"eggNOG;metabolism;[Q] Secondary metabolites biosynthesis, transport and catabolism;COG2313 hydrolase activity, acting on glycosyl bonds;",NA,NA,NA,NA,NA,NA,1,1,NA
"eggNOG;metabolism;[Q] Secondary metabolites biosynthesis, transport and catabolism;COG2761 DSBA oxidoreductase;",NA,NA,NA,NA,NA,NA,1,NA,NA
"eggNOG;metabolism;[Q] Secondary metabolites biosynthesis, transport and catabolism;COG3319 synthetase;",NA,NA,NA,NA,NA,NA,2,NA,NA
"eggNOG;metabolism;[Q] Secondary metabolites biosynthesis, transport and catabolism;COG3486 L-lysine 6-monooxygenase (NADPH);",NA,NA,NA,NA,NA,NA,1,NA,NA
"eggNOG;metabolism;[Q] Secondary metabolites biosynthesis, transport and catabolism;COG3917 dsbA oxidoreductase;",NA,NA,NA,NA,NA,NA,1,1,NA
"eggNOG;metabolism;[Q] Secondary metabolites biosynthesis, transport and catabolism;ENOG410ZSA7 4-hydroxybenzoate 3-monooxygenase (EC 1.14.13.2);",NA,NA,NA,NA,NA,NA,2,NA,NA
"eggNOG;cellularProcessesAndSignaling;[D] Cell cycle control, cell division, chromosome partitioning;COG3087 Cell Division Protein;",NA,NA,NA,NA,NA,NA,NA,1,NA
"eggNOG;cellularProcessesAndSignaling;[M] Cell wall/membrane/envelope biogenesis;COG0381 UDP-N-acetylglucosamine 2-epimerase;",NA,NA,NA,NA,NA,NA,NA,2,NA
"eggNOG;cellularProcessesAndSignaling;[M] Cell wall/membrane/envelope biogenesis;COG0707 Cell wall formation. Catalyzes the transfer of a GlcNAc subunit on undecaprenyl-pyrophosphoryl-MurNAc-pentapeptide (lipid intermediate I) to form undecaprenyl-pyrophosphoryl-MurNAc- (pentapeptide)GlcNAc (lipid intermediate II) (By similarity);",NA,NA,NA,NA,NA,NA,NA,1,1
"eggNOG;cellularProcessesAndSignaling;[M] Cell wall/membrane/envelope biogenesis;COG1212 Activates KDO (a required 8-carbon sugar) for incorporation into bacterial lipopolysaccharide in Gram-negative bacteria (By similarity);",NA,NA,NA,NA,NA,NA,NA,1,NA
"eggNOG;cellularProcessesAndSignaling;[M] Cell wall/membrane/envelope biogenesis;COG4464 Capsular polysaccharide biosynthesis protein;",NA,NA,NA,NA,NA,NA,NA,1,NA
"eggNOG;cellularProcessesAndSignaling;[M] Cell wall/membrane/envelope biogenesis;ENOG410XSP2 Outer membrane efflux protein;",NA,NA,NA,NA,NA,NA,NA,1,NA
"eggNOG;cellularProcessesAndSignaling;[M] Cell wall/membrane/envelope biogenesis;ENOG410YXY1 polysaccharide biosynthesis protein;",NA,NA,NA,NA,NA,NA,NA,1,NA
"eggNOG;cellularProcessesAndSignaling;[M] Cell wall/membrane/envelope biogenesis;ENOG410Z1VB Outer membrane efflux protein;",NA,NA,NA,NA,NA,NA,NA,1,NA
"eggNOG;cellularProcessesAndSignaling;[M] Cell wall/membrane/envelope biogenesis;ENOG4111G83 Glycosyl transferase, family 11;",NA,NA,NA,NA,NA,NA,NA,1,NA
"eggNOG;cellularProcessesAndSignaling;[M] Cell wall/membrane/envelope biogenesis;ENOG4111R1A alginic acid biosynthetic process;",NA,NA,NA,NA,NA,NA,NA,1,NA
"eggNOG;cellularProcessesAndSignaling;[M] Cell wall/membrane/envelope biogenesis;ENOG4111R95 group 1 glycosyl transferase;",NA,NA,NA,NA,NA,NA,NA,1,NA
"eggNOG;cellularProcessesAndSignaling;[M] Cell wall/membrane/envelope biogenesis;ENOG4111SHZ ompA MotB domain-containing protein;",NA,NA,NA,NA,NA,NA,NA,1,NA
"eggNOG;cellularProcessesAndSignaling;[M] Cell wall/membrane/envelope biogenesis;ENOG4112A5F 4-amino-4-deoxy-L-arabinose transferase and related glycosyltransferase of PMT family-like protein;",NA,NA,NA,NA,NA,NA,NA,1,NA
"eggNOG;cellularProcessesAndSignaling;[M] Cell wall/membrane/envelope biogenesis;ENOG4112BIR lipopolysaccharide biosynthesis protein;",NA,NA,NA,NA,NA,NA,NA,1,NA
"eggNOG;cellularProcessesAndSignaling;[N] Cell motility;COG5622 host attachment protein;",NA,NA,NA,NA,NA,NA,NA,1,NA
"eggNOG;cellularProcessesAndSignaling;[O] Posttranslational modification, protein turnover, chaperones;COG0760 peptidyl-prolyl cis-trans isomerase;",NA,NA,NA,NA,NA,NA,NA,3,NA
"eggNOG;cellularProcessesAndSignaling;[O] Posttranslational modification, protein turnover, chaperones;COG0785 Cytochrome c biogenesis protein;",NA,NA,NA,NA,NA,NA,NA,1,NA
"eggNOG;cellularProcessesAndSignaling;[O] Posttranslational modification, protein turnover, chaperones;COG2386 Required for the export of heme to the periplasm for the biogenesis of c-type cytochromes (By similarity);",NA,NA,NA,NA,NA,NA,NA,1,1
"eggNOG;cellularProcessesAndSignaling;[O] Posttranslational modification, protein turnover, chaperones;COG4759 sucraseferredoxin family;",NA,NA,NA,NA,NA,NA,NA,1,NA
"eggNOG;cellularProcessesAndSignaling;[O] Posttranslational modification, protein turnover, chaperones;COG5029 beta SUBUNIT;",NA,NA,NA,NA,NA,NA,NA,1,NA
"eggNOG;cellularProcessesAndSignaling;[O] Posttranslational modification, protein turnover, chaperones;COG5219 listerin E3 ubiquitin protein ligase 1;",NA,NA,NA,NA,NA,NA,NA,1,NA
"eggNOG;cellularProcessesAndSignaling;[O] Posttranslational modification, protein turnover, chaperones;ENOG410XP96 ubiquitin thiolesterase activity;",NA,NA,NA,NA,NA,NA,NA,1,NA
"eggNOG;cellularProcessesAndSignaling;[O] Posttranslational modification, protein turnover, chaperones;ENOG410XSIX glutathione Stransferase;",NA,NA,NA,NA,NA,NA,NA,1,1
"eggNOG;cellularProcessesAndSignaling;[O] Posttranslational modification, protein turnover, chaperones;ENOG410ZBU3 stromal cell-derived factor;",NA,NA,NA,NA,NA,NA,NA,1,NA
"eggNOG;cellularProcessesAndSignaling;[O] Posttranslational modification, protein turnover, chaperones;ENOG410ZQIE apoptosis-related cysteine peptidase;",NA,NA,NA,NA,NA,NA,NA,2,NA
"eggNOG;cellularProcessesAndSignaling;[O] Posttranslational modification, protein turnover, chaperones;ENOG4111UEA osmC family;",NA,NA,NA,NA,NA,NA,NA,1,NA
"eggNOG;cellularProcessesAndSignaling;[T] Signal transduction mechanisms;COG2114 Guanylate Cyclase;",NA,NA,NA,NA,NA,NA,NA,2,NA
"eggNOG;cellularProcessesAndSignaling;[T] Signal transduction mechanisms;COG3852 Signal Transduction Histidine Kinase;",NA,NA,NA,NA,NA,NA,NA,2,NA
"eggNOG;cellularProcessesAndSignaling;[T] Signal transduction mechanisms;COG4567 response regulator;",NA,NA,NA,NA,NA,NA,NA,2,NA
"eggNOG;cellularProcessesAndSignaling;[T] Signal transduction mechanisms;COG5635 Signal transduction protein with Nacht domain;",NA,NA,NA,NA,NA,NA,NA,1,NA
"eggNOG;cellularProcessesAndSignaling;[T] Signal transduction mechanisms;ENOG410XQTT Two component Transcriptional regulator, winged helix family;",NA,NA,NA,NA,NA,NA,NA,1,NA
"eggNOG;cellularProcessesAndSignaling;[T] Signal transduction mechanisms;ENOG410Y0GQ serine threonine-protein kinase;",NA,NA,NA,NA,NA,NA,NA,2,NA
"eggNOG;cellularProcessesAndSignaling;[T] Signal transduction mechanisms;ENOG410Y6W0 Response Regulator;",NA,NA,NA,NA,NA,NA,NA,1,NA
"eggNOG;cellularProcessesAndSignaling;[T] Signal transduction mechanisms;ENOG410ZW2Z Histidine kinase;",NA,NA,NA,NA,NA,NA,NA,1,NA
"eggNOG;cellularProcessesAndSignaling;[T] Signal transduction mechanisms;ENOG4111CMB sensor Signal transduction histidine kinase;",NA,NA,NA,NA,NA,NA,NA,1,NA
"eggNOG;cellularProcessesAndSignaling;[T] Signal transduction mechanisms;ENOG4111G57 lipopolysaccharide kinase;",NA,NA,NA,NA,NA,NA,NA,1,NA
"eggNOG;cellularProcessesAndSignaling;[T] Signal transduction mechanisms;ENOG4111GTA Diguanylate cyclase;",NA,NA,NA,NA,NA,NA,NA,1,NA
"eggNOG;cellularProcessesAndSignaling;[T] Signal transduction mechanisms;ENOG4111HM8 Anti-FecI sigma factor, FecR;",NA,NA,NA,NA,NA,NA,NA,2,NA
"eggNOG;cellularProcessesAndSignaling;[T] Signal transduction mechanisms;ENOG4111IA6 Histidine kinase;",NA,NA,NA,NA,NA,NA,NA,1,NA
"eggNOG;cellularProcessesAndSignaling;[T] Signal transduction mechanisms;ENOG4111NMU Histidine kinase;",NA,NA,NA,NA,NA,NA,NA,3,NA
"eggNOG;cellularProcessesAndSignaling;[T] Signal transduction mechanisms;ENOG4111NP5 Diguanylate cyclase;",NA,NA,NA,NA,NA,NA,NA,1,NA
"eggNOG;cellularProcessesAndSignaling;[T] Signal transduction mechanisms;ENOG4111T55 HDOD domain;",NA,NA,NA,NA,NA,NA,NA,1,NA
"eggNOG;cellularProcessesAndSignaling;[T] Signal transduction mechanisms;ENOG4112718 response regulator (Receiver;",NA,NA,NA,NA,NA,NA,NA,1,NA
"eggNOG;cellularProcessesAndSignaling;[T] Signal transduction mechanisms;ENOG41129BX response regulator (Receiver;",NA,NA,NA,NA,NA,NA,NA,2,NA
"eggNOG;cellularProcessesAndSignaling;[U] Intracellular trafficking, secretion, and vesicular transport;COG4790 Type III secretion system protein;",NA,NA,NA,NA,NA,NA,NA,1,NA
"eggNOG;cellularProcessesAndSignaling;[U] Intracellular trafficking, secretion, and vesicular transport;COG4794 protein secretion;",NA,NA,NA,NA,NA,NA,NA,1,NA
"eggNOG;cellularProcessesAndSignaling;[U] Intracellular trafficking, secretion, and vesicular transport;COG5238 RAN GTPase activating protein 1;",NA,NA,NA,NA,NA,NA,NA,1,NA
"eggNOG;cellularProcessesAndSignaling;[U] Intracellular trafficking, secretion, and vesicular transport;COG5347 domain, ankyrin repeat and PH domain;",NA,NA,NA,NA,NA,NA,NA,2,NA
"eggNOG;cellularProcessesAndSignaling;[U] Intracellular trafficking, secretion, and vesicular transport;ENOG410XSA1 translocated promoter region, nuclear basket protein;",NA,NA,NA,NA,NA,NA,NA,1,NA
"eggNOG;cellularProcessesAndSignaling;[U] Intracellular trafficking, secretion, and vesicular transport;ENOG410ZXMK translocase, subunit SecG;",NA,NA,NA,NA,NA,NA,NA,1,NA
"eggNOG;cellularProcessesAndSignaling;[U] Intracellular trafficking, secretion, and vesicular transport;ENOG410ZYW8 General secretion pathway protein L;",NA,NA,NA,NA,NA,NA,NA,1,NA
"eggNOG;cellularProcessesAndSignaling;[U] Intracellular trafficking, secretion, and vesicular transport;ENOG410ZZA3 syntaxin;",NA,NA,NA,NA,NA,NA,NA,1,NA
"eggNOG;cellularProcessesAndSignaling;[U] Intracellular trafficking, secretion, and vesicular transport;ENOG4111GTP polarized growth protein;",NA,NA,NA,NA,NA,NA,NA,1,NA
"eggNOG;cellularProcessesAndSignaling;[V] Defense mechanisms;COG2367 Beta-lactamase;",NA,NA,NA,NA,NA,NA,NA,1,NA
"eggNOG;cellularProcessesAndSignaling;[V] Defense mechanisms;COG3183 HNH endonuclease;",NA,NA,NA,NA,NA,NA,NA,1,NA
"eggNOG;cellularProcessesAndSignaling;[V] Defense mechanisms;ENOG410XR2B ABC transporter (permease);",NA,NA,NA,NA,NA,NA,NA,2,NA
"eggNOG;cellularProcessesAndSignaling;[V] Defense mechanisms;ENOG410XSJX Beta-lactamase;",NA,NA,NA,NA,NA,NA,NA,1,NA
"eggNOG;cellularProcessesAndSignaling;[V] Defense mechanisms;ENOG41120ZG HNH endonuclease;",NA,NA,NA,NA,NA,NA,NA,1,NA
"eggNOG;cellularProcessesAndSignaling;[Z] Cytoskeleton;COG5022 myosin heavy chain;",NA,NA,NA,NA,NA,NA,NA,1,NA
"eggNOG;cellularProcessesAndSignaling;[Z] Cytoskeleton;COG5261 IQ motif containing GTPase activating protein;",NA,NA,NA,NA,NA,NA,NA,1,NA
"eggNOG;informationStorageAndProcessing;[B] Chromatin structure and dynamics;ENOG410ZDN8 SNF2 family N-terminal domain;",NA,NA,NA,NA,NA,NA,NA,1,NA
"eggNOG;informationStorageAndProcessing;[B] Chromatin structure and dynamics;ENOG4111Q9Z Histones H3 and H4 chaperone involved in the nucleosome formation and heterochromatin silencing. Required for the deposition of H3K56ac-carrying H3-H4 complex onto newly-replicated DNA. Plays a role in the transcriptional regulation of the cell- cycle dependent histone genes by creating a repressive structure at the core histone gene promoter (By similarity);",NA,NA,NA,NA,NA,NA,NA,1,NA
"eggNOG;informationStorageAndProcessing;[J] Translation, ribosomal structure and biogenesis;COG0023 translation initiation factor;",NA,NA,NA,NA,NA,NA,NA,1,NA
"eggNOG;informationStorageAndProcessing;[J] Translation, ribosomal structure and biogenesis;COG0182 Catalyzes the interconversion of methylthioribose-1- phosphate (MTR-1-P) into methylthioribulose-1-phosphate (MTRu-1-P) (By similarity);",NA,NA,NA,NA,NA,NA,NA,1,NA
"eggNOG;informationStorageAndProcessing;[J] Translation, ribosomal structure and biogenesis;COG0219 Methylates the ribose at the nucleotide 34 wobble position in the two leucyl isoacceptors tRNA(Leu)(CmAA) and tRNA(Leu)(cmnm5UmAA). Catalyzes the methyl transfer from S- adenosyl-L-methionine to the 2'-OH of the wobble nucleotide (By similarity);",NA,NA,NA,NA,NA,NA,NA,1,NA
"eggNOG;informationStorageAndProcessing;[J] Translation, ribosomal structure and biogenesis;COG0231 Involved in peptide bond synthesis. Stimulates efficient translation and peptide-bond synthesis on native or reconstituted 70S ribosomes in vitro. Probably functions indirectly by altering the affinity of the ribosome for aminoacyl-tRNA, thus increasing their reactivity as acceptors for peptidyl transferase (By similarity);",NA,NA,NA,NA,NA,NA,NA,1,NA
"eggNOG;informationStorageAndProcessing;[J] Translation, ribosomal structure and biogenesis;COG0858 Associates with free 30S ribosomal subunits (but not with 30S subunits that are part of 70S ribosomes or polysomes). Essential for efficient processing of 16S rRNA. May interact with the 5'-terminal helix region of 16S rRNA (By similarity);",NA,NA,NA,NA,NA,NA,NA,1,NA
"eggNOG;informationStorageAndProcessing;[J] Translation, ribosomal structure and biogenesis;COG2123 Exosome complex;",NA,NA,NA,NA,NA,NA,NA,1,NA
"eggNOG;informationStorageAndProcessing;[J] Translation, ribosomal structure and biogenesis;COG3130 During stationary phase, converts 70S ribosomes to an inactive dimeric form (100S ribosomes) (By similarity);",NA,NA,NA,NA,NA,NA,NA,1,NA
"eggNOG;informationStorageAndProcessing;[J] Translation, ribosomal structure and biogenesis;COG3276 Selenocysteine-specific translation elongation factor;",NA,NA,NA,NA,NA,NA,NA,1,NA
"eggNOG;informationStorageAndProcessing;[J] Translation, ribosomal structure and biogenesis;COG5354 Component of the eukaryotic translation initiation factor 3 (eIF-3) complex, which is involved in protein synthesis and, together with other initiation factors, stimulates binding of mRNA and methionyl-tRNAi to the 40S ribosome (By similarity);",NA,NA,NA,NA,NA,NA,NA,1,NA
"eggNOG;informationStorageAndProcessing;[J] Translation, ribosomal structure and biogenesis;ENOG410ZXYK 50s ribosomal protein l29;",NA,NA,NA,NA,NA,NA,NA,1,NA
"eggNOG;informationStorageAndProcessing;[K] Transcription;COG0819 Transcriptional activator, tena;",NA,NA,NA,NA,NA,NA,NA,1,NA
"eggNOG;informationStorageAndProcessing;[K] Transcription;COG1327 Negatively regulates transcription of bacterial ribonucleotide reductase nrd genes and operons by binding to NrdR- boxes (By similarity);",NA,NA,NA,NA,NA,NA,NA,2,NA
"eggNOG;informationStorageAndProcessing;[K] Transcription;COG2740 Nucleic-acid-binding protein implicated in transcription termination;",NA,NA,NA,NA,NA,NA,NA,1,NA
"eggNOG;informationStorageAndProcessing;[K] Transcription;COG2771 Transcriptional regulator, luxr family;",NA,NA,NA,NA,NA,NA,NA,1,NA
"eggNOG;informationStorageAndProcessing;[K] Transcription;COG3901 Regulatory protein NosR;",NA,NA,NA,NA,NA,NA,NA,1,NA
"eggNOG;informationStorageAndProcessing;[K] Transcription;COG5025 forkhead box;",NA,NA,NA,NA,NA,NA,NA,1,NA
"eggNOG;informationStorageAndProcessing;[K] Transcription;COG5406 Component of the FACT complex, a general chromatin factor that acts to reorganize nucleosomes. The FACT complex is involved in multiple processes that require DNA as a template such as mRNA elongation, DNA replication and DNA repair. During transcription elongation the FACT complex acts as a histone chaperone that both destabilizes and restores nucleosomal structure. It facilitates the passage of RNA polymerase II and transcription by promoting the dissociation of one histone H2A-H2B dimer from the nucleosome, then subsequently promotes the reestablishment of the nucleosome following the passage of RNA polymerase II;",NA,NA,NA,NA,NA,NA,NA,2,NA
"eggNOG;informationStorageAndProcessing;[K] Transcription;COG5601 CCR4-NOT transcription complex subunit 2;",NA,NA,NA,NA,NA,NA,NA,1,NA
"eggNOG;informationStorageAndProcessing;[K] Transcription;ENOG410XPJX LysR family (Transcriptional regulator;",NA,NA,NA,NA,NA,NA,NA,1,NA
"eggNOG;informationStorageAndProcessing;[K] Transcription;ENOG410XQTE Transcriptional regulator (AraC family);",NA,NA,NA,NA,NA,NA,NA,1,NA
"eggNOG;informationStorageAndProcessing;[K] Transcription;ENOG410XRRP Transcriptional regulator;",NA,NA,NA,NA,NA,NA,NA,1,NA
"eggNOG;informationStorageAndProcessing;[K] Transcription;ENOG410XUQV Transcriptional regulator, arsR family;",NA,NA,NA,NA,NA,NA,NA,1,NA
"eggNOG;informationStorageAndProcessing;[K] Transcription;ENOG410YAHK Transcription factor;",NA,NA,NA,NA,NA,NA,NA,1,NA
"eggNOG;informationStorageAndProcessing;[K] Transcription;ENOG410YET3 calmodulin-binding transcription activator;",NA,NA,NA,NA,NA,NA,NA,1,NA
"eggNOG;informationStorageAndProcessing;[K] Transcription;ENOG410YKP9 Squamosa promoter-binding-like protein;",NA,NA,NA,NA,NA,NA,NA,1,NA
"eggNOG;informationStorageAndProcessing;[K] Transcription;ENOG410ZC7K transcriptional regulator, lysr family;",NA,NA,NA,NA,NA,NA,NA,1,NA
"eggNOG;informationStorageAndProcessing;[K] Transcription;ENOG410ZG7N;",NA,NA,NA,NA,NA,NA,NA,1,NA
"eggNOG;informationStorageAndProcessing;[K] Transcription;ENOG410ZWA0 Transcriptional regulator, TetR family;",NA,NA,NA,NA,NA,NA,NA,1,NA
"eggNOG;informationStorageAndProcessing;[K] Transcription;ENOG4111GUD Transcriptional regulator, TetR family;",NA,NA,NA,NA,NA,NA,NA,1,NA
"eggNOG;informationStorageAndProcessing;[K] Transcription;ENOG4111H52 transcriptional Regulator LysR family;",NA,NA,NA,NA,NA,NA,NA,1,NA
"eggNOG;informationStorageAndProcessing;[K] Transcription;ENOG4111ICC TetR family transcriptional Regulator;",NA,NA,NA,NA,NA,NA,NA,1,NA
"eggNOG;informationStorageAndProcessing;[K] Transcription;ENOG4111KM6 AraC family transcriptional regulator;",NA,NA,NA,NA,NA,NA,NA,1,NA
"eggNOG;informationStorageAndProcessing;[K] Transcription;ENOG4111M3N Transcriptional regulator, TetR family;",NA,NA,NA,NA,NA,NA,NA,1,NA
"eggNOG;informationStorageAndProcessing;[K] Transcription;ENOG4111MMY RNA polymerase sigma-24 subunit ECF subfamily;",NA,NA,NA,NA,NA,NA,NA,1,NA
"eggNOG;informationStorageAndProcessing;[K] Transcription;ENOG4111RI8 transcriptional regulator, lysr family;",NA,NA,NA,NA,NA,NA,NA,1,NA
"eggNOG;informationStorageAndProcessing;[K] Transcription;ENOG41127SZ Transcriptional regulator;",NA,NA,NA,NA,NA,NA,NA,1,NA
"eggNOG;informationStorageAndProcessing;[L] Replication, recombination and repair;COG1195 it is required for DNA replication and normal SOS inducibility. RecF binds preferentially to single-stranded, linear DNA. It also seems to bind ATP (By similarity);",NA,NA,NA,NA,NA,NA,NA,3,NA
"eggNOG;informationStorageAndProcessing;[L] Replication, recombination and repair;COG2963 transposase;",NA,NA,NA,NA,NA,NA,NA,1,2
"eggNOG;informationStorageAndProcessing;[L] Replication, recombination and repair;COG3145 Alkylated DNA repair protein;",NA,NA,NA,NA,NA,NA,NA,2,NA
"eggNOG;informationStorageAndProcessing;[L] Replication, recombination and repair;COG3316 transposase;",NA,NA,NA,NA,NA,NA,NA,2,NA
