"INTERPRO2GO","SUBERR793601"
"InterPro2GO;GO:0008150 biological_process;GO:0008152 metabolic process;GO:0006807 nitrogen compound metabolic process;IPR010043 Bifunctional uridylyltransferase/uridylyl-removing enzyme;",1
"InterPro2GO;GO:0008150 biological_process;GO:0008152 metabolic process;GO:0006807 nitrogen compound metabolic process;IPR010045 Phosphopentomutase;",1
"InterPro2GO;GO:0008150 biological_process;GO:0008152 metabolic process;GO:0006807 nitrogen compound metabolic process;IPR010073 Phosphoribosylformylglycinamidine synthase PurL;",1
"InterPro2GO;GO:0008150 biological_process;GO:0008152 metabolic process;GO:0006807 nitrogen compound metabolic process;IPR010102 Succinate semialdehyde dehydrogenase;",3
"InterPro2GO;GO:0008150 biological_process;GO:0008152 metabolic process;GO:0006807 nitrogen compound metabolic process;IPR010140 Histidinol phosphate phosphatase, HisJ;",1
"InterPro2GO;GO:0008150 biological_process;GO:0008152 metabolic process;GO:0006807 nitrogen compound metabolic process;IPR011147 Bifunctional aspartokinase/homoserine dehydrogenase I;",1
"InterPro2GO;GO:0008150 biological_process;GO:0008152 metabolic process;GO:0006807 nitrogen compound metabolic process;IPR011356 Peptidase M17, leucine aminopeptidase/peptidase B;",6
"InterPro2GO;GO:0008150 biological_process;GO:0008152 metabolic process;GO:0006807 nitrogen compound metabolic process;IPR011356 Peptidase M17, leucine aminopeptidase/peptidase B;IPR023042 Peptidase M17, leucine aminopeptidase;",1
"InterPro2GO;GO:0008150 biological_process;GO:0008152 metabolic process;GO:0006807 nitrogen compound metabolic process;IPR011786 Sulphite reductase (NADPH) hemoprotein, beta subunit;",1
"InterPro2GO;GO:0008150 biological_process;GO:0008152 metabolic process;GO:0006807 nitrogen compound metabolic process;IPR011812 Biosynthetic peptidoglycan transglycosylase;",1
"InterPro2GO;GO:0008150 biological_process;GO:0008152 metabolic process;GO:0006807 nitrogen compound metabolic process;IPR011822 Cobalamin-dependent methionine synthase;",2
"InterPro2GO;GO:0008150 biological_process;GO:0008152 metabolic process;GO:0006807 nitrogen compound metabolic process;IPR011962 dCTP deaminase;",1
"InterPro2GO;GO:0008150 biological_process;GO:0008152 metabolic process;GO:0006807 nitrogen compound metabolic process;IPR011962 dCTP deaminase;IPR010550 Deoxycytidine triphosphate deaminase, bacterial;",1
"InterPro2GO;GO:0008150 biological_process;GO:0008152 metabolic process;GO:0006807 nitrogen compound metabolic process;IPR012080 Aspartate-semialdehyde dehydrogenase;",1
"InterPro2GO;GO:0008150 biological_process;GO:0008152 metabolic process;GO:0006807 nitrogen compound metabolic process;IPR012131 Histidinol dehydrogenase;IPR022695 Histidinol dehydrogenase, monofunctional;",1
"InterPro2GO;GO:0008150 biological_process;GO:0008152 metabolic process;GO:0006807 nitrogen compound metabolic process;IPR012259 Dihydrofolate reductase;",2
"InterPro2GO;GO:0008150 biological_process;GO:0008152 metabolic process;GO:0006807 nitrogen compound metabolic process;IPR012772 L-2,4-diaminobutyric acid acetyltransferase;",1
"InterPro2GO;GO:0008150 biological_process;GO:0008152 metabolic process;GO:0006807 nitrogen compound metabolic process;IPR012846 Acetolactate synthase, large subunit, biosynthetic;",1
"InterPro2GO;GO:0008150 biological_process;GO:0008152 metabolic process;GO:0006807 nitrogen compound metabolic process;IPR013023 Ketol-acid reductoisomerase;IPR014359 Ketol-acid reductoisomerase, prokaryotic;",1
"InterPro2GO;GO:0008150 biological_process;GO:0008152 metabolic process;GO:0006807 nitrogen compound metabolic process;IPR013233 Glycosylphosphatidylinositol-mannosyltransferase I, PIG-X/PBN1;IPR042322 Protein Pbn1;",1
"InterPro2GO;GO:0008150 biological_process;GO:0008152 metabolic process;GO:0006807 nitrogen compound metabolic process;IPR013483 Molybdenum cofactor biosynthesis protein A;",1
"InterPro2GO;GO:0008150 biological_process;GO:0008152 metabolic process;GO:0006807 nitrogen compound metabolic process;IPR015655 Protein phosphatase 2C family;",6
"InterPro2GO;GO:0008150 biological_process;GO:0008152 metabolic process;GO:0006807 nitrogen compound metabolic process;IPR015942 Asp/Glu/hydantoin racemase;",3
"InterPro2GO;GO:0008150 biological_process;GO:0008152 metabolic process;GO:0006807 nitrogen compound metabolic process;IPR016092 FeS cluster insertion protein;",1
"InterPro2GO;GO:0008150 biological_process;GO:0008152 metabolic process;GO:0006807 nitrogen compound metabolic process;IPR016204 Homoserine dehydrogenase;",1
"InterPro2GO;GO:0008150 biological_process;GO:0008152 metabolic process;GO:0006807 nitrogen compound metabolic process;IPR016269 RNA-directed RNA polymerase, paramyxovirus;",1
"InterPro2GO;GO:0008150 biological_process;GO:0008152 metabolic process;GO:0006807 nitrogen compound metabolic process;IPR017395 Chlorophyllase;",1
"InterPro2GO;GO:0008150 biological_process;GO:0008152 metabolic process;GO:0006807 nitrogen compound metabolic process;IPR017649 Succinylglutamate-semialdehyde dehydrogenase;",2
"InterPro2GO;GO:0008150 biological_process;GO:0008152 metabolic process;GO:0006807 nitrogen compound metabolic process;IPR017790 Penicillin-binding protein 2;",1
"InterPro2GO;GO:0008150 biological_process;GO:0008152 metabolic process;GO:0006807 nitrogen compound metabolic process;IPR018513 Cellulose synthase BcsB, bacterial;",1
"InterPro2GO;GO:0008150 biological_process;GO:0008152 metabolic process;GO:0006807 nitrogen compound metabolic process;IPR020581 Glycine cleavage system P protein;",3
"InterPro2GO;GO:0008150 biological_process;GO:0008152 metabolic process;GO:0006807 nitrogen compound metabolic process;IPR022170 E3 Ubiquitin ligase, GIDE-type;",1
"InterPro2GO;GO:0008150 biological_process;GO:0008152 metabolic process;GO:0006807 nitrogen compound metabolic process;IPR022837 Protein-methionine-sulfoxide reductase subunit MsrQ;",2
"InterPro2GO;GO:0008150 biological_process;GO:0008152 metabolic process;GO:0006807 nitrogen compound metabolic process;IPR022953 ATP-dependent 6-phosphofructokinase;",25
"InterPro2GO;GO:0008150 biological_process;GO:0008152 metabolic process;GO:0006807 nitrogen compound metabolic process;IPR022955 GMP synthase;",1
"InterPro2GO;GO:0008150 biological_process;GO:0008152 metabolic process;GO:0006807 nitrogen compound metabolic process;IPR023031 Orotate phosphoribosyltransferase;",1
"InterPro2GO;GO:0008150 biological_process;GO:0008152 metabolic process;GO:0006807 nitrogen compound metabolic process;IPR023045 Molybdenum cofactor biosynthesis C;",1
"InterPro2GO;GO:0008150 biological_process;GO:0008152 metabolic process;GO:0006807 nitrogen compound metabolic process;IPR023940 Dihydrodipicolinate reductase;",3
"InterPro2GO;GO:0008150 biological_process;GO:0008152 metabolic process;GO:0006807 nitrogen compound metabolic process;IPR024694 PurE, prokaryotic type;",2
"InterPro2GO;GO:0008150 biological_process;GO:0008152 metabolic process;GO:0006807 nitrogen compound metabolic process;IPR024932 Flavin transferase ApbE;",1
"InterPro2GO;GO:0008150 biological_process;GO:0008152 metabolic process;GO:0006807 nitrogen compound metabolic process;IPR025799 Protein arginine N-methyltransferase;",2
"InterPro2GO;GO:0008150 biological_process;GO:0008152 metabolic process;GO:0006807 nitrogen compound metabolic process;IPR027939 NMT1/THI5 family;",2
"InterPro2GO;GO:0008150 biological_process;GO:0008152 metabolic process;GO:0006807 nitrogen compound metabolic process;IPR028427 Peptide methionine sulfoxide reductase;",2
"InterPro2GO;GO:0008150 biological_process;GO:0008152 metabolic process;GO:0006807 nitrogen compound metabolic process;IPR029500 NADPH-dependent 7-cyano-7-deazaguanine reductase QueF;",2
"InterPro2GO;GO:0008150 biological_process;GO:0008152 metabolic process;GO:0006807 nitrogen compound metabolic process;IPR030445 Histone H3-K79 methyltransferase;",1
"InterPro2GO;GO:0008150 biological_process;GO:0008152 metabolic process;GO:0006807 nitrogen compound metabolic process;IPR030667 NEDD8-activating enzyme E1 regulatory subunit APP-BP1;",1
"InterPro2GO;GO:0008150 biological_process;GO:0008152 metabolic process;GO:0006807 nitrogen compound metabolic process;IPR030963 3-dehydroquinate synthase family;",2
"InterPro2GO;GO:0008150 biological_process;GO:0008152 metabolic process;GO:0006807 nitrogen compound metabolic process;IPR031127 E3 ubiquitin ligase RBR family;",2
"InterPro2GO;GO:0008150 biological_process;GO:0008152 metabolic process;GO:0006807 nitrogen compound metabolic process;IPR034291 Thiamine phosphate synthase;",1
"InterPro2GO;GO:0008150 biological_process;GO:0008152 metabolic process;GO:0006807 nitrogen compound metabolic process;IPR037352 Polycomb protein EED;",1
"InterPro2GO;GO:0008150 biological_process;GO:0008152 metabolic process;GO:0006807 nitrogen compound metabolic process;IPR039920 DNA repair/transcription protein MET18/MMS19;",1
"InterPro2GO;GO:0008150 biological_process;GO:0008152 metabolic process;GO:0009058 biosynthetic process;IPR000092 Polyprenyl synthetase;",1
"InterPro2GO;GO:0008150 biological_process;GO:0008152 metabolic process;GO:0009058 biosynthetic process;IPR000115 Phosphoribosylglycinamide synthetase;",4
"InterPro2GO;GO:0008150 biological_process;GO:0008152 metabolic process;GO:0009058 biosynthetic process;IPR000131 ATP synthase, F1 complex, gamma subunit;",2
"InterPro2GO;GO:0008150 biological_process;GO:0008152 metabolic process;GO:0009058 biosynthetic process;IPR000304 Pyrroline-5-carboxylate reductase;",2
"InterPro2GO;GO:0008150 biological_process;GO:0008152 metabolic process;GO:0009058 biosynthetic process;IPR000343 Tetrapyrrole biosynthesis, glutamyl-tRNA reductase;",3
"InterPro2GO;GO:0008150 biological_process;GO:0008152 metabolic process;GO:0009058 biosynthetic process;IPR000398 Thymidylate synthase;",1
"InterPro2GO;GO:0008150 biological_process;GO:0008152 metabolic process;GO:0009058 biosynthetic process;IPR000417 Hydroxyethylthiazole kinase;",1
"InterPro2GO;GO:0008150 biological_process;GO:0008152 metabolic process;GO:0009058 biosynthetic process;IPR000438 Acetyl-CoA carboxylase carboxyl transferase, beta subunit;",1
"InterPro2GO;GO:0008150 biological_process;GO:0008152 metabolic process;GO:0009058 biosynthetic process;IPR000453 Chorismate synthase;",2
"InterPro2GO;GO:0008150 biological_process;GO:0008152 metabolic process;GO:0009058 biosynthetic process;IPR000462 CDP-alcohol phosphatidyltransferase;IPR004533 CDP-diacylglycerol--serine O-phosphatidyltransferase;",1
"InterPro2GO;GO:0008150 biological_process;GO:0008152 metabolic process;GO:0009058 biosynthetic process;IPR000568 ATP synthase, F0 complex, subunit A;",14
"InterPro2GO;GO:0008150 biological_process;GO:0008152 metabolic process;GO:0009058 biosynthetic process;IPR000659 Pyridoxamine 5'-phosphate oxidase;",1
"InterPro2GO;GO:0008150 biological_process;GO:0008152 metabolic process;GO:0009058 biosynthetic process;IPR000706 N-acetyl-gamma-glutamyl-phosphate reductase, type 1;",3
"InterPro2GO;GO:0008150 biological_process;GO:0008152 metabolic process;GO:0009058 biosynthetic process;IPR000711 ATPase, OSCP/delta subunit;",1
"InterPro2GO;GO:0008150 biological_process;GO:0008152 metabolic process;GO:0009058 biosynthetic process;IPR000860 Porphobilinogen deaminase;",2
"InterPro2GO;GO:0008150 biological_process;GO:0008152 metabolic process;GO:0009058 biosynthetic process;IPR001001 DNA polymerase III, beta sliding clamp;",1
"InterPro2GO;GO:0008150 biological_process;GO:0008152 metabolic process;GO:0009058 biosynthetic process;IPR001085 Serine hydroxymethyltransferase;",1
"InterPro2GO;GO:0008150 biological_process;GO:0008152 metabolic process;GO:0009058 biosynthetic process;IPR001114 Adenylosuccinate synthetase;",1
"InterPro2GO;GO:0008150 biological_process;GO:0008152 metabolic process;GO:0009058 biosynthetic process;IPR001249 Acetyl-CoA biotin carboxyl carrier;",1
"InterPro2GO;GO:0008150 biological_process;GO:0008152 metabolic process;GO:0009058 biosynthetic process;IPR001260 Coproporphyrinogen III oxidase, aerobic;",6
"InterPro2GO;GO:0008150 biological_process;GO:0008152 metabolic process;GO:0009058 biosynthetic process;IPR001348 ATP phosphoribosyltransferase HisG;IPR020621 ATP phosphoribosyltransferase HisG, long form;",1
"InterPro2GO;GO:0008150 biological_process;GO:0008152 metabolic process;GO:0009058 biosynthetic process;IPR001421 ATP synthase protein 8, metazoa;",2
"InterPro2GO;GO:0008150 biological_process;GO:0008152 metabolic process;GO:0009058 biosynthetic process;IPR001469 ATP synthase, F1 complex, delta/epsilon subunit;",1
"InterPro2GO;GO:0008150 biological_process;GO:0008152 metabolic process;GO:0009058 biosynthetic process;IPR001474 GTP cyclohydrolase I;",1
"InterPro2GO;GO:0008150 biological_process;GO:0008152 metabolic process;GO:0009058 biosynthetic process;IPR001533 Pterin 4 alpha carbinolamine dehydratase;",1
"InterPro2GO;GO:0008150 biological_process;GO:0008152 metabolic process;GO:0009058 biosynthetic process;IPR001636 Phosphoribosylaminoimidazole-succinocarboxamide synthase;IPR033934 Bacterial and archaeal 5-aminoimidazole-4-(N-succinylcarboxamide) ribonucleotide synthase;",1
"InterPro2GO;GO:0008150 biological_process;GO:0008152 metabolic process;GO:0009058 biosynthetic process;IPR001645 Folylpolyglutamate synthetase;",1
"InterPro2GO;GO:0008150 biological_process;GO:0008152 metabolic process;GO:0009058 biosynthetic process;IPR001653 Diaminopimelate epimerase, DapF;",1
"InterPro2GO;GO:0008150 biological_process;GO:0008152 metabolic process;GO:0009058 biosynthetic process;IPR001731 Delta-aminolevulinic acid dehydratase;",2
"InterPro2GO;GO:0008150 biological_process;GO:0008152 metabolic process;GO:0009058 biosynthetic process;IPR001977 Dephospho-CoA kinase;",1
"InterPro2GO;GO:0008150 biological_process;GO:0008152 metabolic process;GO:0009058 biosynthetic process;IPR001980 Phosphopantetheine adenylyltransferase;",2
"InterPro2GO;GO:0008150 biological_process;GO:0008152 metabolic process;GO:0009058 biosynthetic process;IPR001985 S-adenosylmethionine decarboxylase;",1
"InterPro2GO;GO:0008150 biological_process;GO:0008152 metabolic process;GO:0009058 biosynthetic process;IPR002133 S-adenosylmethionine synthetase;",1
"InterPro2GO;GO:0008150 biological_process;GO:0008152 metabolic process;GO:0009058 biosynthetic process;IPR002146 ATP synthase, F0 complex, subunit b/b', bacterial/chloroplast;IPR005864 ATP synthase, F0 complex, subunit b, bacterial;",1
"InterPro2GO;GO:0008150 biological_process;GO:0008152 metabolic process;GO:0009058 biosynthetic process;IPR002161 Pyridoxal 5'-phosphate synthase subunit PdxT/SNO;",1
"InterPro2GO;GO:0008150 biological_process;GO:0008152 metabolic process;GO:0009058 biosynthetic process;IPR002298 DNA polymerase A;IPR018320 DNA polymerase 1;",3
"InterPro2GO;GO:0008150 biological_process;GO:0008152 metabolic process;GO:0009058 biosynthetic process;IPR002504 NAD kinase;",1
"InterPro2GO;GO:0008150 biological_process;GO:0008152 metabolic process;GO:0009058 biosynthetic process;IPR002695 Bifunctional purine biosynthesis protein PurH-like;",1
"InterPro2GO;GO:0008150 biological_process;GO:0008152 metabolic process;GO:0009058 biosynthetic process;IPR002817 Phosphomethylpyrimidine synthase ThiC/5-hydroxybenzimidazole synthase BzaA/B;IPR037509 Phosphomethylpyrimidine synthase;",2
"InterPro2GO;GO:0008150 biological_process;GO:0008152 metabolic process;GO:0009058 biosynthetic process;IPR003333 Mycolic acid cyclopropane synthase;",1
"InterPro2GO;GO:0008150 biological_process;GO:0008152 metabolic process;GO:0009058 biosynthetic process;IPR003414 Polyphosphate kinase;",2
"InterPro2GO;GO:0008150 biological_process;GO:0008152 metabolic process;GO:0009058 biosynthetic process;IPR003451 4-hydroxy-3-methylbut-2-enyl diphosphate reductase;",1
"InterPro2GO;GO:0008150 biological_process;GO:0008152 metabolic process;GO:0009058 biosynthetic process;IPR003694 NAD(+) synthetase;IPR014445 Glutamine-dependent NAD(+) synthetase;",2
"InterPro2GO;GO:0008150 biological_process;GO:0008152 metabolic process;GO:0009058 biosynthetic process;IPR003698 Lipoyl synthase;",1
"InterPro2GO;GO:0008150 biological_process;GO:0008152 metabolic process;GO:0009058 biosynthetic process;IPR003699 S-adenosylmethionine:tRNA ribosyltransferase-isomerase,  QueA;",1
"InterPro2GO;GO:0008150 biological_process;GO:0008152 metabolic process;GO:0009058 biosynthetic process;IPR003700 Ketopantoate hydroxymethyltransferase;",1
"InterPro2GO;GO:0008150 biological_process;GO:0008152 metabolic process;GO:0009058 biosynthetic process;IPR003719 Phenazine biosynthesis PhzF protein;",1
"InterPro2GO;GO:0008150 biological_process;GO:0008152 metabolic process;GO:0009058 biosynthetic process;IPR003721 Pantoate-beta-alanine ligase;",1
"InterPro2GO;GO:0008150 biological_process;GO:0008152 metabolic process;GO:0009058 biosynthetic process;IPR003758 Tetraacyldisaccharide 4'-kinase;",1
"InterPro2GO;GO:0008150 biological_process;GO:0008152 metabolic process;GO:0009058 biosynthetic process;IPR003805 Adenosylcobinamide-GDP ribazoletransferase;",1
"InterPro2GO;GO:0008150 biological_process;GO:0008152 metabolic process;GO:0009058 biosynthetic process;IPR003811 Glycerol-3-phosphate acyltransferase, PlsY;",2
"InterPro2GO;GO:0008150 biological_process;GO:0008152 metabolic process;GO:0009058 biosynthetic process;IPR003817 Phosphatidylserine decarboxylase-related;IPR033177 Phosphatidylserine decarboxylase;IPR033178 Phosphatidylserine decarboxylase, prokaryotic type 1;",1
"InterPro2GO;GO:0008150 biological_process;GO:0008152 metabolic process;GO:0009058 biosynthetic process;IPR004363 Methylglyoxal synthase;",2
"InterPro2GO;GO:0008150 biological_process;GO:0008152 metabolic process;GO:0009058 biosynthetic process;IPR004424 4-diphosphocytidyl-2C-methyl-D-erythritol kinase;",2
"InterPro2GO;GO:0008150 biological_process;GO:0008152 metabolic process;GO:0009058 biosynthetic process;IPR004431 3-isopropylmalate dehydratase, small subunit;",2
"InterPro2GO;GO:0008150 biological_process;GO:0008152 metabolic process;GO:0009058 biosynthetic process;IPR004468 CTP synthase;",2
"InterPro2GO;GO:0008150 biological_process;GO:0008152 metabolic process;GO:0009058 biosynthetic process;IPR004472 Dethiobiotin synthase BioD;",2
"InterPro2GO;GO:0008150 biological_process;GO:0008152 metabolic process;GO:0009058 biosynthetic process;IPR004484 Cobyrinic acid a,c-diamide synthase CbiA;",1
"InterPro2GO;GO:0008150 biological_process;GO:0008152 metabolic process;GO:0009058 biosynthetic process;IPR004539 Translation elongation factor EF1A, eukaryotic/archaeal;",3
"InterPro2GO;GO:0008150 biological_process;GO:0008152 metabolic process;GO:0009058 biosynthetic process;IPR004541 Translation elongation factor EFTu/EF1A, bacterial/organelle;",2
"InterPro2GO;GO:0008150 biological_process;GO:0008152 metabolic process;GO:0009058 biosynthetic process;IPR004721 Dihydroorotase homodimeric type;",1
"InterPro2GO;GO:0008150 biological_process;GO:0008152 metabolic process;GO:0009058 biosynthetic process;IPR004723 8-amino-7-oxononanoate synthase,  Archaea/Proteobacteria type;",3
"InterPro2GO;GO:0008150 biological_process;GO:0008152 metabolic process;GO:0009058 biosynthetic process;IPR004733 Phosphoribosylformylglycinamidine cyclo-ligase;",1
"InterPro2GO;GO:0008150 biological_process;GO:0008152 metabolic process;GO:0009058 biosynthetic process;IPR004789 Acetolactate synthase, small subunit;",1
"InterPro2GO;GO:0008150 biological_process;GO:0008152 metabolic process;GO:0009058 biosynthetic process;IPR004805 DNA polymerase III, alpha subunit;",1
"InterPro2GO;GO:0008150 biological_process;GO:0008152 metabolic process;GO:0009058 biosynthetic process;IPR004810 Formyltetrahydrofolate deformylase;",2
"InterPro2GO;GO:0008150 biological_process;GO:0008152 metabolic process;GO:0009058 biosynthetic process;IPR005150 Cellulose synthase;",1
"InterPro2GO;GO:0008150 biological_process;GO:0008152 metabolic process;GO:0009058 biosynthetic process;IPR005248 Nicotinate/nicotinamide nucleotide adenylyltransferase;",3
"InterPro2GO;GO:0008150 biological_process;GO:0008152 metabolic process;GO:0009058 biosynthetic process;IPR005252 Coenzyme A biosynthesis bifunctional protein CoaBC;",2
"InterPro2GO;GO:0008150 biological_process;GO:0008152 metabolic process;GO:0009058 biosynthetic process;IPR005260 Aspartate kinase, monofunctional class;",1
"InterPro2GO;GO:0008150 biological_process;GO:0008152 metabolic process;GO:0009058 biosynthetic process;IPR005294 ATP synthase, F1 complex, alpha subunit;",1
"InterPro2GO;GO:0008150 biological_process;GO:0008152 metabolic process;GO:0009058 biosynthetic process;IPR005477 Deoxyxylulose-5-phosphate synthase;",1
"InterPro2GO;GO:0008150 biological_process;GO:0008152 metabolic process;GO:0009058 biosynthetic process;IPR005664 Tetrahydrodipicolinate N-succinyltransferase, transferase hexapeptide repeat family;",1
"InterPro2GO;GO:0008150 biological_process;GO:0008152 metabolic process;GO:0009058 biosynthetic process;IPR005700 Exopolysaccharide biosynthesis protein ExoP-like;",1
"InterPro2GO;GO:0008150 biological_process;GO:0008152 metabolic process;GO:0009058 biosynthetic process;IPR005714 ATPase, type III secretion system, FliI/YscN;IPR032463 ATPase, type III secretion system, FliI;",1
"InterPro2GO;GO:0008150 biological_process;GO:0008152 metabolic process;GO:0009058 biosynthetic process;IPR005722 ATP synthase, F1 complex, beta subunit;",1
"InterPro2GO;GO:0008150 biological_process;GO:0008152 metabolic process;GO:0009058 biosynthetic process;IPR005750 UDP-N-acetylglucosamine 1-carboxyvinyltransferase;",1
"InterPro2GO;GO:0008150 biological_process;GO:0008152 metabolic process;GO:0009058 biosynthetic process;IPR005764 Adenine phosphoribosyl transferase;",1
"InterPro2GO;GO:0008150 biological_process;GO:0008152 metabolic process;GO:0009058 biosynthetic process;IPR005765 Uracil phosphoribosyl transferase;IPR034332 Uracil phosphoribosyltransferase, bacterial-type;",1
"InterPro2GO;GO:0008150 biological_process;GO:0008152 metabolic process;GO:0009058 biosynthetic process;IPR005790 DNA polymerase III, delta subunit;",3
"InterPro2GO;GO:0008150 biological_process;GO:0008152 metabolic process;GO:0009058 biosynthetic process;IPR005855 Glucosamine-fructose-6-phosphate aminotransferase, isomerising;",1
"InterPro2GO;GO:0008150 biological_process;GO:0008152 metabolic process;GO:0009058 biosynthetic process;IPR005856 Cysteine synthase;IPR005859 Cysteine synthase CysK;",2
"InterPro2GO;GO:0008150 biological_process;GO:0008152 metabolic process;GO:0009058 biosynthetic process;IPR005861 Histidinol-phosphate aminotransferase family;",1
"InterPro2GO;GO:0008150 biological_process;GO:0008152 metabolic process;GO:0009058 biosynthetic process;IPR005881 Serine O-acetyltransferase;",1
"InterPro2GO;GO:0008150 biological_process;GO:0008152 metabolic process;GO:0009058 biosynthetic process;IPR005882 Bifunctional UDP-N-acetylglucosamine pyrophosphorylase/glucosamine-1-phosphate N-acetyltransferase;",1
"InterPro2GO;GO:0008150 biological_process;GO:0008152 metabolic process;GO:0009058 biosynthetic process;IPR005904 Hypoxanthine phosphoribosyl transferase;",1
"InterPro2GO;GO:0008150 biological_process;GO:0008152 metabolic process;GO:0009058 biosynthetic process;IPR005907 Glucose-1-phosphate thymidylyltransferase, short form;",1
"InterPro2GO;GO:0008150 biological_process;GO:0008152 metabolic process;GO:0009058 biosynthetic process;IPR005930 Pyruvate carboxylase;",2
"InterPro2GO;GO:0008150 biological_process;GO:0008152 metabolic process;GO:0009058 biosynthetic process;IPR005940 Anthranilate phosphoribosyl transferase;",1
"InterPro2GO;GO:0008150 biological_process;GO:0008152 metabolic process;GO:0009058 biosynthetic process;IPR005946 Ribose-phosphate pyrophosphokinase;",1
"InterPro2GO;GO:0008150 biological_process;GO:0008152 metabolic process;GO:0009058 biosynthetic process;IPR005990 Inosine-5'-monophosphate dehydrogenase;",1
"InterPro2GO;GO:0008150 biological_process;GO:0008152 metabolic process;GO:0009058 biosynthetic process;IPR006062 Histidine biosynthesis;",1
"InterPro2GO;GO:0008150 biological_process;GO:0008152 metabolic process;GO:0009058 biosynthetic process;IPR006236 D-3-phosphoglycerate dehydrogenase;",1
"InterPro2GO;GO:0008150 biological_process;GO:0008152 metabolic process;GO:0009058 biosynthetic process;IPR006274 Carbamoyl-phosphate synthase, small subunit;",31
"InterPro2GO;GO:0008150 biological_process;GO:0008152 metabolic process;GO:0009058 biosynthetic process;IPR006283 Thiamine-monophosphate kinase;",1
"InterPro2GO;GO:0008150 biological_process;GO:0008152 metabolic process;GO:0009058 biosynthetic process;IPR006284 Glutathione synthetase, prokaryotic;",2
"InterPro2GO;GO:0008150 biological_process;GO:0008152 metabolic process;GO:0009058 biosynthetic process;IPR006336 Glutamate--cysteine ligase, GCS2;IPR011793 Putative glutamate--cysteine ligase YbdK;",1
"InterPro2GO;GO:0008150 biological_process;GO:0008152 metabolic process;GO:0009058 biosynthetic process;IPR006336 Glutamate--cysteine ligase, GCS2;IPR035434 Glutamate--cysteine ligase, bacteria and plant;",1
"InterPro2GO;GO:0008150 biological_process;GO:0008152 metabolic process;GO:0009058 biosynthetic process;IPR006365 Cobalamin (vitamin B12) biosynthesis CobL/Precorrin-6Y C(5,15)-methyltransferase;IPR014008 Cobalamin biosynthesis, precorrin-6Y methyltransferase, CbiT subunit;",1
"InterPro2GO;GO:0008150 biological_process;GO:0008152 metabolic process;GO:0009058 biosynthetic process;IPR006426 Asparagine synthase, glutamine-hydrolyzing;",1
"InterPro2GO;GO:0008150 biological_process;GO:0008152 metabolic process;GO:0009058 biosynthetic process;IPR007072 Rhamnosyl O-methyltransferase/Cephalosporin hydroxylase;",1
"InterPro2GO;GO:0008150 biological_process;GO:0008152 metabolic process;GO:0009058 biosynthetic process;IPR007440 Chorismate--pyruvate lyase;",1
"InterPro2GO;GO:0008150 biological_process;GO:0008152 metabolic process;GO:0009058 biosynthetic process;IPR007466 Peptidyl-arginine deiminase, Porphyromonas-type;",2
"InterPro2GO;GO:0008150 biological_process;GO:0008152 metabolic process;GO:0009058 biosynthetic process;IPR007691 UDP-3-O-[3-hydroxymyristoyl] glucosamine N-acyltransferase LpxD;",3
"InterPro2GO;GO:0008150 biological_process;GO:0008152 metabolic process;GO:0009058 biosynthetic process;IPR008209 Phosphoenolpyruvate carboxykinase, GTP-utilising;",1
"InterPro2GO;GO:0008150 biological_process;GO:0008152 metabolic process;GO:0009058 biosynthetic process;IPR008220 Homoserine/serine acetyltransferase MetX-like;",2
"InterPro2GO;GO:0008150 biological_process;GO:0008152 metabolic process;GO:0009058 biosynthetic process;IPR009212 Methylthioribose kinase;",1
"InterPro2GO;GO:0008150 biological_process;GO:0008152 metabolic process;GO:0009058 biosynthetic process;IPR010073 Phosphoribosylformylglycinamidine synthase PurL;",1
"InterPro2GO;GO:0008150 biological_process;GO:0008152 metabolic process;GO:0009058 biosynthetic process;IPR010138 UDP-2,3-diacylglucosamine hydrolase;",1
"InterPro2GO;GO:0008150 biological_process;GO:0008152 metabolic process;GO:0009058 biosynthetic process;IPR010140 Histidinol phosphate phosphatase, HisJ;",1
"InterPro2GO;GO:0008150 biological_process;GO:0008152 metabolic process;GO:0009058 biosynthetic process;IPR010233 Ubiquinone biosynthesis O-methyltransferase;",1
"InterPro2GO;GO:0008150 biological_process;GO:0008152 metabolic process;GO:0009058 biosynthetic process;IPR010971 Ubiquinone biosynthesis hydroxylase UbiH/COQ6;",1
"InterPro2GO;GO:0008150 biological_process;GO:0008152 metabolic process;GO:0009058 biosynthetic process;IPR011141 Polyketide synthase, type III;",2
"InterPro2GO;GO:0008150 biological_process;GO:0008152 metabolic process;GO:0009058 biosynthetic process;IPR011147 Bifunctional aspartokinase/homoserine dehydrogenase I;",1
"InterPro2GO;GO:0008150 biological_process;GO:0008152 metabolic process;GO:0009058 biosynthetic process;IPR011786 Sulphite reductase (NADPH) hemoprotein, beta subunit;",1
"InterPro2GO;GO:0008150 biological_process;GO:0008152 metabolic process;GO:0009058 biosynthetic process;IPR011812 Biosynthetic peptidoglycan transglycosylase;",1
"InterPro2GO;GO:0008150 biological_process;GO:0008152 metabolic process;GO:0009058 biosynthetic process;IPR011822 Cobalamin-dependent methionine synthase;",2
"InterPro2GO;GO:0008150 biological_process;GO:0008152 metabolic process;GO:0009058 biosynthetic process;IPR011831 Glucose-1-phosphate adenylyltransferase;IPR023049 Glucose-1-phosphate adenylyltransferase GlgC, bacterial;",1
