"INTERPRO2GO","SUBERR793600"
"InterPro2GO;GO:0008150 biological_process;GO:0008152 metabolic process;GO:0006807 nitrogen compound metabolic process;IPR010140 Histidinol phosphate phosphatase, HisJ;",1
"InterPro2GO;GO:0008150 biological_process;GO:0008152 metabolic process;GO:0006807 nitrogen compound metabolic process;IPR010394 5-nucleotidase;",1
"InterPro2GO;GO:0008150 biological_process;GO:0008152 metabolic process;GO:0006807 nitrogen compound metabolic process;IPR010462 Ectoine synthase;",1
"InterPro2GO;GO:0008150 biological_process;GO:0008152 metabolic process;GO:0006807 nitrogen compound metabolic process;IPR011241 Bifunctional acetylglutamate kinase/N-acetyl-gamma-glutamyl-phosphate reductase;",1
"InterPro2GO;GO:0008150 biological_process;GO:0008152 metabolic process;GO:0006807 nitrogen compound metabolic process;IPR011356 Peptidase M17, leucine aminopeptidase/peptidase B;",3
"InterPro2GO;GO:0008150 biological_process;GO:0008152 metabolic process;GO:0006807 nitrogen compound metabolic process;IPR011356 Peptidase M17, leucine aminopeptidase/peptidase B;IPR023042 Peptidase M17, leucine aminopeptidase;",2
"InterPro2GO;GO:0008150 biological_process;GO:0008152 metabolic process;GO:0006807 nitrogen compound metabolic process;IPR011817 Uridylate kinase;IPR015963 Uridylate kinase, bacteria;",1
"InterPro2GO;GO:0008150 biological_process;GO:0008152 metabolic process;GO:0006807 nitrogen compound metabolic process;IPR011904 Acetate-CoA ligase;",1
"InterPro2GO;GO:0008150 biological_process;GO:0008152 metabolic process;GO:0006807 nitrogen compound metabolic process;IPR011962 dCTP deaminase;",1
"InterPro2GO;GO:0008150 biological_process;GO:0008152 metabolic process;GO:0006807 nitrogen compound metabolic process;IPR012080 Aspartate-semialdehyde dehydrogenase;",1
"InterPro2GO;GO:0008150 biological_process;GO:0008152 metabolic process;GO:0006807 nitrogen compound metabolic process;IPR012131 Histidinol dehydrogenase;IPR022695 Histidinol dehydrogenase, monofunctional;",1
"InterPro2GO;GO:0008150 biological_process;GO:0008152 metabolic process;GO:0006807 nitrogen compound metabolic process;IPR012135 Dihydroorotate dehydrogenase, class 1/ 2;",1
"InterPro2GO;GO:0008150 biological_process;GO:0008152 metabolic process;GO:0006807 nitrogen compound metabolic process;IPR012382 Precorrin-2 C(20)-methyltransferase;",1
"InterPro2GO;GO:0008150 biological_process;GO:0008152 metabolic process;GO:0006807 nitrogen compound metabolic process;IPR012824 Cobalamin (vitamin B12) biosynthesis CobW;",1
"InterPro2GO;GO:0008150 biological_process;GO:0008152 metabolic process;GO:0006807 nitrogen compound metabolic process;IPR012846 Acetolactate synthase, large subunit, biosynthetic;",2
"InterPro2GO;GO:0008150 biological_process;GO:0008152 metabolic process;GO:0006807 nitrogen compound metabolic process;IPR013951 Histone deacetylation protein Rxt3;",1
"InterPro2GO;GO:0008150 biological_process;GO:0008152 metabolic process;GO:0006807 nitrogen compound metabolic process;IPR013956 E3 ubiquitin ligase Bre1;",2
"InterPro2GO;GO:0008150 biological_process;GO:0008152 metabolic process;GO:0006807 nitrogen compound metabolic process;IPR014046 Diadenylate cyclase;IPR034701 Diadenylate cyclase CdaA;",1
"InterPro2GO;GO:0008150 biological_process;GO:0008152 metabolic process;GO:0006807 nitrogen compound metabolic process;IPR014311 Guanine deaminase;",1
"InterPro2GO;GO:0008150 biological_process;GO:0008152 metabolic process;GO:0006807 nitrogen compound metabolic process;IPR015519 Serine/threonine-protein kinase ATM/Tel1;",1
"InterPro2GO;GO:0008150 biological_process;GO:0008152 metabolic process;GO:0006807 nitrogen compound metabolic process;IPR015655 Protein phosphatase 2C family;",10
"InterPro2GO;GO:0008150 biological_process;GO:0008152 metabolic process;GO:0006807 nitrogen compound metabolic process;IPR015659 Proline oxidase family;",2
"InterPro2GO;GO:0008150 biological_process;GO:0008152 metabolic process;GO:0006807 nitrogen compound metabolic process;IPR015942 Asp/Glu/hydantoin racemase;",1
"InterPro2GO;GO:0008150 biological_process;GO:0008152 metabolic process;GO:0006807 nitrogen compound metabolic process;IPR016092 FeS cluster insertion protein;",1
"InterPro2GO;GO:0008150 biological_process;GO:0008152 metabolic process;GO:0006807 nitrogen compound metabolic process;IPR016269 RNA-directed RNA polymerase, paramyxovirus;",3
"InterPro2GO;GO:0008150 biological_process;GO:0008152 metabolic process;GO:0006807 nitrogen compound metabolic process;IPR016662 Acyl-CoA thioesterase, long chain;",2
"InterPro2GO;GO:0008150 biological_process;GO:0008152 metabolic process;GO:0006807 nitrogen compound metabolic process;IPR017226 Betaine-homocysteine S-methyltransferase, BHMT;",1
"InterPro2GO;GO:0008150 biological_process;GO:0008152 metabolic process;GO:0006807 nitrogen compound metabolic process;IPR017380 Histone acetyltransferase type B, catalytic subunit;",1
"InterPro2GO;GO:0008150 biological_process;GO:0008152 metabolic process;GO:0006807 nitrogen compound metabolic process;IPR017597 Pyruvate dehydrogenase (acetyl-transferring) E1 component, alpha subunit, subgroup y;",1
"InterPro2GO;GO:0008150 biological_process;GO:0008152 metabolic process;GO:0006807 nitrogen compound metabolic process;IPR017790 Penicillin-binding protein 2;",1
"InterPro2GO;GO:0008150 biological_process;GO:0008152 metabolic process;GO:0006807 nitrogen compound metabolic process;IPR017808 Ergothioneine biosynthesis protein EgtC;IPR032889 Gamma-glutamyl-hercynylcysteine sulfoxide hydrolase, Actinobacteria;",1
"InterPro2GO;GO:0008150 biological_process;GO:0008152 metabolic process;GO:0006807 nitrogen compound metabolic process;IPR017867 Protein-tyrosine phosphatase, low molecular weight;",2
"InterPro2GO;GO:0008150 biological_process;GO:0008152 metabolic process;GO:0006807 nitrogen compound metabolic process;IPR020921 Erythronate-4-phosphate dehydrogenase;",1
"InterPro2GO;GO:0008150 biological_process;GO:0008152 metabolic process;GO:0006807 nitrogen compound metabolic process;IPR022278 Phosphoserine aminotransferase;",2
"InterPro2GO;GO:0008150 biological_process;GO:0008152 metabolic process;GO:0006807 nitrogen compound metabolic process;IPR022953 ATP-dependent 6-phosphofructokinase;",33
"InterPro2GO;GO:0008150 biological_process;GO:0008152 metabolic process;GO:0006807 nitrogen compound metabolic process;IPR023031 Orotate phosphoribosyltransferase;",3
"InterPro2GO;GO:0008150 biological_process;GO:0008152 metabolic process;GO:0006807 nitrogen compound metabolic process;IPR023045 Molybdenum cofactor biosynthesis C;",1
"InterPro2GO;GO:0008150 biological_process;GO:0008152 metabolic process;GO:0006807 nitrogen compound metabolic process;IPR023940 Dihydrodipicolinate reductase;",2
"InterPro2GO;GO:0008150 biological_process;GO:0008152 metabolic process;GO:0006807 nitrogen compound metabolic process;IPR024694 PurE, prokaryotic type;",1
"InterPro2GO;GO:0008150 biological_process;GO:0008152 metabolic process;GO:0006807 nitrogen compound metabolic process;IPR024717 Denitrification system component NapC/NirT/NrfH;IPR017571 Cytochrome c nitrite reductase, small subunit;",1
"InterPro2GO;GO:0008150 biological_process;GO:0008152 metabolic process;GO:0006807 nitrogen compound metabolic process;IPR024932 Flavin transferase ApbE;",1
"InterPro2GO;GO:0008150 biological_process;GO:0008152 metabolic process;GO:0006807 nitrogen compound metabolic process;IPR025794 Histone H3-K9 methyltransferase, plant;",1
"InterPro2GO;GO:0008150 biological_process;GO:0008152 metabolic process;GO:0006807 nitrogen compound metabolic process;IPR025799 Protein arginine N-methyltransferase;",2
"InterPro2GO;GO:0008150 biological_process;GO:0008152 metabolic process;GO:0006807 nitrogen compound metabolic process;IPR027110 Pyruvate dehydrogenase E1 component subunit beta;",2
"InterPro2GO;GO:0008150 biological_process;GO:0008152 metabolic process;GO:0006807 nitrogen compound metabolic process;IPR027939 NMT1/THI5 family;",2
"InterPro2GO;GO:0008150 biological_process;GO:0008152 metabolic process;GO:0006807 nitrogen compound metabolic process;IPR028971 NAD-glutamate dehydrogenase;",1
"InterPro2GO;GO:0008150 biological_process;GO:0008152 metabolic process;GO:0006807 nitrogen compound metabolic process;IPR030963 3-dehydroquinate synthase family;",1
"InterPro2GO;GO:0008150 biological_process;GO:0008152 metabolic process;GO:0006807 nitrogen compound metabolic process;IPR031127 E3 ubiquitin ligase RBR family;",2
"InterPro2GO;GO:0008150 biological_process;GO:0008152 metabolic process;GO:0006807 nitrogen compound metabolic process;IPR032882 SrkA/RdoA protein kinase;",1
"InterPro2GO;GO:0008150 biological_process;GO:0008152 metabolic process;GO:0006807 nitrogen compound metabolic process;IPR033270 VPRBP/DCAF1 family;",1
"InterPro2GO;GO:0008150 biological_process;GO:0008152 metabolic process;GO:0006807 nitrogen compound metabolic process;IPR034291 Thiamine phosphate synthase;",1
"InterPro2GO;GO:0008150 biological_process;GO:0008152 metabolic process;GO:0006807 nitrogen compound metabolic process;IPR037455 Aerobactin siderophore biosynthesis, IucA/IucC-like;",1
"InterPro2GO;GO:0008150 biological_process;GO:0008152 metabolic process;GO:0006807 nitrogen compound metabolic process;IPR039138 Ubiquitin thioesterase OTU1;",2
"InterPro2GO;GO:0008150 biological_process;GO:0008152 metabolic process;GO:0006807 nitrogen compound metabolic process;IPR039793 Uroporphyrinogen-III synthase;",2
"InterPro2GO;GO:0008150 biological_process;GO:0008152 metabolic process;GO:0009058 biosynthetic process;GO:0017000 antibiotic biosynthetic process;IPR002692 Penicillin/GL-7-ACA/AHL/aculeacin-A acylase;IPR014395 Penicillin/GL-7-ACA/AHL acylase;",1
"InterPro2GO;GO:0008150 biological_process;GO:0008152 metabolic process;GO:0009058 biosynthetic process;IPR000092 Polyprenyl synthetase;",1
"InterPro2GO;GO:0008150 biological_process;GO:0008152 metabolic process;GO:0009058 biosynthetic process;IPR000343 Tetrapyrrole biosynthesis, glutamyl-tRNA reductase;",3
"InterPro2GO;GO:0008150 biological_process;GO:0008152 metabolic process;GO:0009058 biosynthetic process;IPR000417 Hydroxyethylthiazole kinase;",1
"InterPro2GO;GO:0008150 biological_process;GO:0008152 metabolic process;GO:0009058 biosynthetic process;IPR000438 Acetyl-CoA carboxylase carboxyl transferase, beta subunit;",1
"InterPro2GO;GO:0008150 biological_process;GO:0008152 metabolic process;GO:0009058 biosynthetic process;IPR000454 ATP synthase, F0 complex, subunit C;",1
"InterPro2GO;GO:0008150 biological_process;GO:0008152 metabolic process;GO:0009058 biosynthetic process;IPR000454 ATP synthase, F0 complex, subunit C;IPR005953 ATP synthase, F0 complex, subunit C, bacterial/chloroplast;",1
"InterPro2GO;GO:0008150 biological_process;GO:0008152 metabolic process;GO:0009058 biosynthetic process;IPR000462 CDP-alcohol phosphatidyltransferase;",1
"InterPro2GO;GO:0008150 biological_process;GO:0008152 metabolic process;GO:0009058 biosynthetic process;IPR000462 CDP-alcohol phosphatidyltransferase;IPR004533 CDP-diacylglycerol--serine O-phosphatidyltransferase;",1
"InterPro2GO;GO:0008150 biological_process;GO:0008152 metabolic process;GO:0009058 biosynthetic process;IPR000462 CDP-alcohol phosphatidyltransferase;IPR014472 Choline/ethanolamine phosphotransferase;",2
"InterPro2GO;GO:0008150 biological_process;GO:0008152 metabolic process;GO:0009058 biosynthetic process;IPR000568 ATP synthase, F0 complex, subunit A;",17
"InterPro2GO;GO:0008150 biological_process;GO:0008152 metabolic process;GO:0009058 biosynthetic process;IPR000659 Pyridoxamine 5'-phosphate oxidase;",1
"InterPro2GO;GO:0008150 biological_process;GO:0008152 metabolic process;GO:0009058 biosynthetic process;IPR000706 N-acetyl-gamma-glutamyl-phosphate reductase, type 1;",1
"InterPro2GO;GO:0008150 biological_process;GO:0008152 metabolic process;GO:0009058 biosynthetic process;IPR000711 ATPase, OSCP/delta subunit;",1
"InterPro2GO;GO:0008150 biological_process;GO:0008152 metabolic process;GO:0009058 biosynthetic process;IPR000814 TATA-box binding protein;IPR033710 TATA-box binding protein, eukaryotic;",1
"InterPro2GO;GO:0008150 biological_process;GO:0008152 metabolic process;GO:0009058 biosynthetic process;IPR000829 DAGK family;IPR033718 Diacylglycerol kinase, prokaryotic;",1
"InterPro2GO;GO:0008150 biological_process;GO:0008152 metabolic process;GO:0009058 biosynthetic process;IPR001085 Serine hydroxymethyltransferase;",2
"InterPro2GO;GO:0008150 biological_process;GO:0008152 metabolic process;GO:0009058 biosynthetic process;IPR001095 Acetyl-CoA carboxylase, alpha subunit;",1
"InterPro2GO;GO:0008150 biological_process;GO:0008152 metabolic process;GO:0009058 biosynthetic process;IPR001260 Coproporphyrinogen III oxidase, aerobic;",4
"InterPro2GO;GO:0008150 biological_process;GO:0008152 metabolic process;GO:0009058 biosynthetic process;IPR001421 ATP synthase protein 8, metazoa;",2
"InterPro2GO;GO:0008150 biological_process;GO:0008152 metabolic process;GO:0009058 biosynthetic process;IPR001518 Argininosuccinate synthase;IPR023434 Argininosuccinate synthase, type 1 subfamily;",1
"InterPro2GO;GO:0008150 biological_process;GO:0008152 metabolic process;GO:0009058 biosynthetic process;IPR001533 Pterin 4 alpha carbinolamine dehydratase;",1
"InterPro2GO;GO:0008150 biological_process;GO:0008152 metabolic process;GO:0009058 biosynthetic process;IPR001645 Folylpolyglutamate synthetase;",1
"InterPro2GO;GO:0008150 biological_process;GO:0008152 metabolic process;GO:0009058 biosynthetic process;IPR001653 Diaminopimelate epimerase, DapF;",1
"InterPro2GO;GO:0008150 biological_process;GO:0008152 metabolic process;GO:0009058 biosynthetic process;IPR001672 Phosphoglucose isomerase (PGI);",1
"InterPro2GO;GO:0008150 biological_process;GO:0008152 metabolic process;GO:0009058 biosynthetic process;IPR001679 NAD-dependent DNA ligase;",1
"InterPro2GO;GO:0008150 biological_process;GO:0008152 metabolic process;GO:0009058 biosynthetic process;IPR002060 Squalene/phytoene synthase;IPR006449 Squalene synthase-like;",2
"InterPro2GO;GO:0008150 biological_process;GO:0008152 metabolic process;GO:0009058 biosynthetic process;IPR002133 S-adenosylmethionine synthetase;",1
"InterPro2GO;GO:0008150 biological_process;GO:0008152 metabolic process;GO:0009058 biosynthetic process;IPR002146 ATP synthase, F0 complex, subunit b/b', bacterial/chloroplast;",1
"InterPro2GO;GO:0008150 biological_process;GO:0008152 metabolic process;GO:0009058 biosynthetic process;IPR002161 Pyridoxal 5'-phosphate synthase subunit PdxT/SNO;",1
"InterPro2GO;GO:0008150 biological_process;GO:0008152 metabolic process;GO:0009058 biosynthetic process;IPR002298 DNA polymerase A;IPR018320 DNA polymerase 1;",2
"InterPro2GO;GO:0008150 biological_process;GO:0008152 metabolic process;GO:0009058 biosynthetic process;IPR002504 NAD kinase;",1
"InterPro2GO;GO:0008150 biological_process;GO:0008152 metabolic process;GO:0009058 biosynthetic process;IPR002587 Myo-inositol-1-phosphate synthase;",2
"InterPro2GO;GO:0008150 biological_process;GO:0008152 metabolic process;GO:0009058 biosynthetic process;IPR002695 Bifunctional purine biosynthesis protein PurH-like;",1
"InterPro2GO;GO:0008150 biological_process;GO:0008152 metabolic process;GO:0009058 biosynthetic process;IPR002755 DNA primase, small subunit;IPR014052 DNA primase, small subunit, eukaryotic/archaeal;IPR023639 DNA primase small subunit PriS;",1
"InterPro2GO;GO:0008150 biological_process;GO:0008152 metabolic process;GO:0009058 biosynthetic process;IPR002773 Deoxyhypusine synthase;",1
"InterPro2GO;GO:0008150 biological_process;GO:0008152 metabolic process;GO:0009058 biosynthetic process;IPR002817 Phosphomethylpyrimidine synthase ThiC/5-hydroxybenzimidazole synthase BzaA/B;IPR037509 Phosphomethylpyrimidine synthase;",2
"InterPro2GO;GO:0008150 biological_process;GO:0008152 metabolic process;GO:0009058 biosynthetic process;IPR003190 Aspartate decarboxylase;",1
"InterPro2GO;GO:0008150 biological_process;GO:0008152 metabolic process;GO:0009058 biosynthetic process;IPR003203 Cobinamide kinase/cobinamide phosphate guanyltransferase;",1
"InterPro2GO;GO:0008150 biological_process;GO:0008152 metabolic process;GO:0009058 biosynthetic process;IPR003231 Acyl carrier protein (ACP);",1
"InterPro2GO;GO:0008150 biological_process;GO:0008152 metabolic process;GO:0009058 biosynthetic process;IPR003414 Polyphosphate kinase;",1
"InterPro2GO;GO:0008150 biological_process;GO:0008152 metabolic process;GO:0009058 biosynthetic process;IPR003440 Glycosyl transferase, family 48;",1
"InterPro2GO;GO:0008150 biological_process;GO:0008152 metabolic process;GO:0009058 biosynthetic process;IPR003447 FemABX peptidyl transferase;",1
"InterPro2GO;GO:0008150 biological_process;GO:0008152 metabolic process;GO:0009058 biosynthetic process;IPR003451 4-hydroxy-3-methylbut-2-enyl diphosphate reductase;",1
"InterPro2GO;GO:0008150 biological_process;GO:0008152 metabolic process;GO:0009058 biosynthetic process;IPR003473 Quinolinate synthetase A;IPR023066 Quinolinate synthase A, type 2;",1
"InterPro2GO;GO:0008150 biological_process;GO:0008152 metabolic process;GO:0009058 biosynthetic process;IPR003672 CobN/magnesium chelatase;",1
"InterPro2GO;GO:0008150 biological_process;GO:0008152 metabolic process;GO:0009058 biosynthetic process;IPR003698 Lipoyl synthase;",1
"InterPro2GO;GO:0008150 biological_process;GO:0008152 metabolic process;GO:0009058 biosynthetic process;IPR003710 Ketopantoate reductase ApbA/PanE;",3
"InterPro2GO;GO:0008150 biological_process;GO:0008152 metabolic process;GO:0009058 biosynthetic process;IPR003719 Phenazine biosynthesis PhzF protein;",3
"InterPro2GO;GO:0008150 biological_process;GO:0008152 metabolic process;GO:0009058 biosynthetic process;IPR003724 ATP:cob(I)alamin adenosyltransferase CobA/CobO/ButR;",2
"InterPro2GO;GO:0008150 biological_process;GO:0008152 metabolic process;GO:0009058 biosynthetic process;IPR003758 Tetraacyldisaccharide 4'-kinase;",1
"InterPro2GO;GO:0008150 biological_process;GO:0008152 metabolic process;GO:0009058 biosynthetic process;IPR003780 COX15/CtaA family;IPR023755 Heme A synthase, type 1;",1
"InterPro2GO;GO:0008150 biological_process;GO:0008152 metabolic process;GO:0009058 biosynthetic process;IPR003805 Adenosylcobinamide-GDP ribazoletransferase;",1
"InterPro2GO;GO:0008150 biological_process;GO:0008152 metabolic process;GO:0009058 biosynthetic process;IPR003817 Phosphatidylserine decarboxylase-related;IPR033177 Phosphatidylserine decarboxylase;IPR033179 Phosphatidylserine decarboxylase, prokaryotic type 2;",1
"InterPro2GO;GO:0008150 biological_process;GO:0008152 metabolic process;GO:0009058 biosynthetic process;IPR003821 1-deoxy-D-xylulose 5-phosphate reductoisomerase;",2
"InterPro2GO;GO:0008150 biological_process;GO:0008152 metabolic process;GO:0009058 biosynthetic process;IPR004424 4-diphosphocytidyl-2C-methyl-D-erythritol kinase;",2
"InterPro2GO;GO:0008150 biological_process;GO:0008152 metabolic process;GO:0009058 biosynthetic process;IPR004430 3-isopropylmalate dehydratase, large subunit;",1
"InterPro2GO;GO:0008150 biological_process;GO:0008152 metabolic process;GO:0009058 biosynthetic process;IPR004431 3-isopropylmalate dehydratase, small subunit;",1
"InterPro2GO;GO:0008150 biological_process;GO:0008152 metabolic process;GO:0009058 biosynthetic process;IPR004453 Epoxyqueuosine reductase QueG;",2
"InterPro2GO;GO:0008150 biological_process;GO:0008152 metabolic process;GO:0009058 biosynthetic process;IPR004468 CTP synthase;",1
"InterPro2GO;GO:0008150 biological_process;GO:0008152 metabolic process;GO:0009058 biosynthetic process;IPR004472 Dethiobiotin synthase BioD;",1
"InterPro2GO;GO:0008150 biological_process;GO:0008152 metabolic process;GO:0009058 biosynthetic process;IPR004539 Translation elongation factor EF1A, eukaryotic/archaeal;",5
"InterPro2GO;GO:0008150 biological_process;GO:0008152 metabolic process;GO:0009058 biosynthetic process;IPR004540 Translation elongation factor EFG/EF2;",2
"InterPro2GO;GO:0008150 biological_process;GO:0008152 metabolic process;GO:0009058 biosynthetic process;IPR004591 Replication factor A protein 1;",1
"InterPro2GO;GO:0008150 biological_process;GO:0008152 metabolic process;GO:0009058 biosynthetic process;IPR004723 8-amino-7-oxononanoate synthase,  Archaea/Proteobacteria type;",3
"InterPro2GO;GO:0008150 biological_process;GO:0008152 metabolic process;GO:0009058 biosynthetic process;IPR004733 Phosphoribosylformylglycinamidine cyclo-ligase;",1
"InterPro2GO;GO:0008150 biological_process;GO:0008152 metabolic process;GO:0009058 biosynthetic process;IPR004789 Acetolactate synthase, small subunit;",1
"InterPro2GO;GO:0008150 biological_process;GO:0008152 metabolic process;GO:0009058 biosynthetic process;IPR004794 Riboflavin biosynthesis protein RibD;",2
"InterPro2GO;GO:0008150 biological_process;GO:0008152 metabolic process;GO:0009058 biosynthetic process;IPR004810 Formyltetrahydrofolate deformylase;",1
"InterPro2GO;GO:0008150 biological_process;GO:0008152 metabolic process;GO:0009058 biosynthetic process;IPR005150 Cellulose synthase;",5
"InterPro2GO;GO:0008150 biological_process;GO:0008152 metabolic process;GO:0009058 biosynthetic process;IPR005259 Primosomal protein N';",2
"InterPro2GO;GO:0008150 biological_process;GO:0008152 metabolic process;GO:0009058 biosynthetic process;IPR005260 Aspartate kinase, monofunctional class;",1
"InterPro2GO;GO:0008150 biological_process;GO:0008152 metabolic process;GO:0009058 biosynthetic process;IPR005288 L-aspartate oxidase;",1
"InterPro2GO;GO:0008150 biological_process;GO:0008152 metabolic process;GO:0009058 biosynthetic process;IPR005294 ATP synthase, F1 complex, alpha subunit;",3
"InterPro2GO;GO:0008150 biological_process;GO:0008152 metabolic process;GO:0009058 biosynthetic process;IPR005477 Deoxyxylulose-5-phosphate synthase;",1
"InterPro2GO;GO:0008150 biological_process;GO:0008152 metabolic process;GO:0009058 biosynthetic process;IPR005671 2-isopropylmalate synthase, bacterial-type;",1
"InterPro2GO;GO:0008150 biological_process;GO:0008152 metabolic process;GO:0009058 biosynthetic process;IPR005714 ATPase, type III secretion system, FliI/YscN;IPR032463 ATPase, type III secretion system, FliI;",1
"InterPro2GO;GO:0008150 biological_process;GO:0008152 metabolic process;GO:0009058 biosynthetic process;IPR005722 ATP synthase, F1 complex, beta subunit;",1
"InterPro2GO;GO:0008150 biological_process;GO:0008152 metabolic process;GO:0009058 biosynthetic process;IPR005750 UDP-N-acetylglucosamine 1-carboxyvinyltransferase;",1
"InterPro2GO;GO:0008150 biological_process;GO:0008152 metabolic process;GO:0009058 biosynthetic process;IPR005765 Uracil phosphoribosyl transferase;IPR034332 Uracil phosphoribosyltransferase, bacterial-type;",1
"InterPro2GO;GO:0008150 biological_process;GO:0008152 metabolic process;GO:0009058 biosynthetic process;IPR005855 Glucosamine-fructose-6-phosphate aminotransferase, isomerising;",1
"InterPro2GO;GO:0008150 biological_process;GO:0008152 metabolic process;GO:0009058 biosynthetic process;IPR005861 Histidinol-phosphate aminotransferase family;",1
"InterPro2GO;GO:0008150 biological_process;GO:0008152 metabolic process;GO:0009058 biosynthetic process;IPR005881 Serine O-acetyltransferase;",1
"InterPro2GO;GO:0008150 biological_process;GO:0008152 metabolic process;GO:0009058 biosynthetic process;IPR005907 Glucose-1-phosphate thymidylyltransferase, short form;",1
"InterPro2GO;GO:0008150 biological_process;GO:0008152 metabolic process;GO:0009058 biosynthetic process;IPR005930 Pyruvate carboxylase;",1
"InterPro2GO;GO:0008150 biological_process;GO:0008152 metabolic process;GO:0009058 biosynthetic process;IPR005935 Diphosphomevalonate/phosphomevalonate decarboxylase;IPR029765 Diphosphomevalonate decarboxylase;",1
"InterPro2GO;GO:0008150 biological_process;GO:0008152 metabolic process;GO:0009058 biosynthetic process;IPR005940 Anthranilate phosphoribosyl transferase;",5
"InterPro2GO;GO:0008150 biological_process;GO:0008152 metabolic process;GO:0009058 biosynthetic process;IPR005970 Light-independent protochlorophyllide reductase, N subunit;",2
"InterPro2GO;GO:0008150 biological_process;GO:0008152 metabolic process;GO:0009058 biosynthetic process;IPR006005 Glutamate synthase, NADH/NADPH, small subunit 1;",1
"InterPro2GO;GO:0008150 biological_process;GO:0008152 metabolic process;GO:0009058 biosynthetic process;IPR006006 Glutamate synthase, NADH/NADPH, small subunit 2;",1
"InterPro2GO;GO:0008150 biological_process;GO:0008152 metabolic process;GO:0009058 biosynthetic process;IPR006062 Histidine biosynthesis;",1
"InterPro2GO;GO:0008150 biological_process;GO:0008152 metabolic process;GO:0009058 biosynthetic process;IPR006179 5'-Nucleotidase/apyrase;",2
"InterPro2GO;GO:0008150 biological_process;GO:0008152 metabolic process;GO:0009058 biosynthetic process;IPR006179 5'-Nucleotidase/apyrase;IPR011240 Phosphoesterase-related protein YunD;",1
"InterPro2GO;GO:0008150 biological_process;GO:0008152 metabolic process;GO:0009058 biosynthetic process;IPR006219 DHAP synthase, class 1;",2
"InterPro2GO;GO:0008150 biological_process;GO:0008152 metabolic process;GO:0009058 biosynthetic process;IPR006264 3-phosphoshikimate 1-carboxyvinyltransferase;",1
"InterPro2GO;GO:0008150 biological_process;GO:0008152 metabolic process;GO:0009058 biosynthetic process;IPR006276 Cobalamin-independent methionine synthase;",1
"InterPro2GO;GO:0008150 biological_process;GO:0008152 metabolic process;GO:0009058 biosynthetic process;IPR006284 Glutathione synthetase, prokaryotic;",2
"InterPro2GO;GO:0008150 biological_process;GO:0008152 metabolic process;GO:0009058 biosynthetic process;IPR006309 DNA polymerase 3, epsilon subunit;",1
"InterPro2GO;GO:0008150 biological_process;GO:0008152 metabolic process;GO:0009058 biosynthetic process;IPR006361 Uroporphyrinogen decarboxylase HemE;",1
"InterPro2GO;GO:0008150 biological_process;GO:0008152 metabolic process;GO:0009058 biosynthetic process;IPR006375 Mannose-1-phosphate guanylyltransferase/mannose-6-phosphate isomerase;",1
"InterPro2GO;GO:0008150 biological_process;GO:0008152 metabolic process;GO:0009058 biosynthetic process;IPR006721 ATP synthase, F1 complex, epsilon  subunit, mitochondrial;",1
"InterPro2GO;GO:0008150 biological_process;GO:0008152 metabolic process;GO:0009058 biosynthetic process;IPR007133 RNA polymerase II associated factor Paf1;",1
"InterPro2GO;GO:0008150 biological_process;GO:0008152 metabolic process;GO:0009058 biosynthetic process;IPR007149 Leo1-like protein;",1
"InterPro2GO;GO:0008150 biological_process;GO:0008152 metabolic process;GO:0009058 biosynthetic process;IPR007440 Chorismate--pyruvate lyase;",1
"InterPro2GO;GO:0008150 biological_process;GO:0008152 metabolic process;GO:0009058 biosynthetic process;IPR007466 Peptidyl-arginine deiminase, Porphyromonas-type;",1
"InterPro2GO;GO:0008150 biological_process;GO:0008152 metabolic process;GO:0009058 biosynthetic process;IPR007691 UDP-3-O-[3-hydroxymyristoyl] glucosamine N-acyltransferase LpxD;",4
"InterPro2GO;GO:0008150 biological_process;GO:0008152 metabolic process;GO:0009058 biosynthetic process;IPR007692 DNA helicase, DnaB type;",3
"InterPro2GO;GO:0008150 biological_process;GO:0008152 metabolic process;GO:0009058 biosynthetic process;IPR008209 Phosphoenolpyruvate carboxykinase, GTP-utilising;",1
"InterPro2GO;GO:0008150 biological_process;GO:0008152 metabolic process;GO:0009058 biosynthetic process;IPR008220 Homoserine/serine acetyltransferase MetX-like;",4
"InterPro2GO;GO:0008150 biological_process;GO:0008152 metabolic process;GO:0009058 biosynthetic process;IPR008337 Capsule biosynthesis protein CapB;",1
"InterPro2GO;GO:0008150 biological_process;GO:0008152 metabolic process;GO:0009058 biosynthetic process;IPR008688 ATP synthase, F0 complex, subunit B/MI25;",1
"InterPro2GO;GO:0008150 biological_process;GO:0008152 metabolic process;GO:0009058 biosynthetic process;IPR008715 SAM-dependent methyltransferase, NodS-related;",1
"InterPro2GO;GO:0008150 biological_process;GO:0008152 metabolic process;GO:0009058 biosynthetic process;IPR008766 Replication gene A protein;",1
"InterPro2GO;GO:0008150 biological_process;GO:0008152 metabolic process;GO:0009058 biosynthetic process;IPR010074 Phosphoribosylformylglycinamidine subunit PurL;",1
"InterPro2GO;GO:0008150 biological_process;GO:0008152 metabolic process;GO:0009058 biosynthetic process;IPR010137 Acyl-[acyl-carrier-protein]--UDP-N-acetylglucosamine O-acyltransferase;",1
"InterPro2GO;GO:0008150 biological_process;GO:0008152 metabolic process;GO:0009058 biosynthetic process;IPR010139 Imidazole glycerol phosphate synthase, subunit H;",1
